StationID,maximum_power_kw,fast_charging_connector_type,supply_voltage_v,output_current_a,session_energy_consumed_kwh,charger_temperature_celsius,battery_soc_percent,charging_session_duration_min,charging_state,connector_standard,grid_power_load_kw
117936,7.0,0,230.8,25.53,19.58,23.0,73.0,154.1,94.7,Type 2 (Socket Only),6.79
117935,50.0,2,407.8,118.99,46.15,37.8,55.8,63.5,92.1,"CCS (Type 2), CHAdeMO",43.61
117929,7.4,0,222.8,31.2,24.2,13.2,58.5,179.6,98.7,Type 2 (Socket Only),7.22
117916,22.0,0,219.4,104.67,22.23,23.6,45.2,60.6,98.7,Type 2 (Socket Only),22.87
117908,7.0,0,228.5,28.36,13.91,20.2,29.2,132.4,93.9,Type 2 (Socket Only),7.05
117905,7.0,0,237.4,33.32,16.71,23.5,38.7,146.2,99.0,Type 2 (Socket Only),6.75
117889,50.0,3,409.3,117.6,56.91,18.0,59.2,68.4,91.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",47.14
117888,4.0,0,229.0,18.48,15.65,25.4,33.5,236.5,95.4,Type 2 (Socket Only),3.68
117887,50.0,3,393.9,127.15,32.38,24.6,43.0,43.1,93.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",44.66
117881,7.0,0,242.1,25.32,15.32,27.6,15.7,143.8,96.1,Type 2 (Socket Only),6.71
117872,7.0,0,218.4,33.23,24.2,21.2,65.3,198.5,96.0,Type 2 (Socket Only),6.99
117846,7.0,0,229.9,29.18,27.64,13.0,24.6,269.3,96.7,Type 2 (Socket Only),6.86
117788,7.0,0,220.0,33.85,19.09,27.4,87.9,186.6,96.3,Type 2 (Socket Only),6.65
117787,7.0,0,232.9,32.16,16.41,16.3,41.1,127.5,98.4,Type 2 (Socket Only),7.03
117777,50.0,3,404.3,122.75,27.94,8.3,11.5,36.9,93.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",47.4
117776,50.0,3,409.2,122.36,28.37,17.8,61.4,36.4,92.5,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",47.19
117763,7.0,0,237.1,33.92,18.58,30.8,44.7,160.5,97.7,Type 2 (Socket Only),6.68
117762,22.0,0,226.6,94.76,19.86,37.6,26.3,49.6,94.9,Type 2 (Socket Only),21.86
117761,50.0,3,397.0,124.52,27.8,15.7,57.3,36.0,94.9,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.47
117760,150.0,6,790.6,191.0,41.6,17.9,15.8,14.4,91.6,"CCS (Type 2), CHAdeMO",136.39
117739,7.0,0,209.2,34.81,14.27,17.5,32.2,118.6,95.9,Type 2 (Socket Only),6.29
117724,4.0,0,231.6,11.74,26.7,17.7,61.6,385.1,99.5,Type 2 (Socket Only),4.27
117710,50.0,3,382.0,129.07,34.49,24.1,56.3,40.3,91.4,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",48.42
117701,22.0,0,233.5,92.65,21.39,9.9,67.1,56.3,95.8,Type 2 (Socket Only),21.57
117669,7.0,0,233.2,33.81,19.8,16.6,11.5,160.8,94.8,Type 2 (Socket Only),6.59
117664,150.0,2,818.2,183.71,35.16,24.5,45.5,14.1,92.9,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",132.78
117663,22.0,0,239.9,86.81,14.92,18.0,49.2,39.8,95.7,Type 2 (Socket Only),20.94
117662,7.0,0,221.4,34.96,22.36,26.8,30.5,192.3,98.3,Type 2 (Socket Only),6.97
117659,7.0,0,235.4,32.32,25.02,27.2,13.5,205.3,95.4,Type 2 (Socket Only),6.83
117658,7.0,0,239.5,26.26,23.62,29.7,48.5,224.4,96.7,Type 2 (Socket Only),6.75
117656,7.0,0,215.8,34.41,16.63,17.9,54.4,147.1,94.0,Type 2 (Socket Only),7.12
117654,7.0,0,232.6,29.51,16.42,28.2,40.0,141.0,96.8,Type 2 (Socket Only),7.2
117653,7.0,0,226.0,32.98,13.0,17.1,24.5,105.9,97.0,Type 2 (Socket Only),6.99
117652,7.0,0,229.3,35.95,18.53,25.3,52.0,162.5,97.1,Type 2 (Socket Only),6.69
117651,7.0,0,232.8,30.47,11.48,29.0,37.5,102.6,94.8,Type 2 (Socket Only),6.4
117650,7.0,0,226.1,26.03,24.81,30.8,30.2,238.5,95.5,Type 2 (Socket Only),7.02
117643,22.0,0,224.6,95.24,15.35,25.8,90.6,43.6,97.6,Type 2 (Socket Only),20.9
117623,22.0,0,230.3,94.37,13.04,28.5,36.9,30.7,96.6,Type 2 (Socket Only),22.06
117618,22.0,0,221.3,99.16,24.67,30.1,51.8,74.7,93.7,Type 2 (Socket Only),18.57
116978,50.0,2,397.6,123.35,32.93,17.7,49.0,40.6,93.8,"CCS (Type 2), CHAdeMO",46.77
116915,4.0,0,221.3,17.8,26.5,22.1,47.4,368.5,94.1,Type 2 (Socket Only),4.1
116914,7.0,0,235.4,25.84,18.12,23.2,26.1,166.4,95.9,Type 2 (Socket Only),6.58
116913,50.0,3,379.2,130.18,40.89,27.9,47.1,47.6,93.3,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",45.23
116912,7.0,0,220.8,30.98,16.8,20.9,34.5,143.0,95.2,Type 2 (Socket Only),6.28
116862,50.0,3,408.8,124.28,38.09,24.8,53.5,40.9,93.5,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",46.71
116860,7.0,0,235.3,24.11,20.96,28.4,12.1,205.5,95.9,Type 2 (Socket Only),6.47
115224,22.0,0,233.7,90.66,10.91,33.2,46.4,27.9,93.5,Type 2 (Socket Only),19.94
115222,7.0,0,216.2,31.45,19.77,9.3,38.2,189.1,94.2,Type 2 (Socket Only),6.39
115208,7.0,0,224.6,28.55,23.83,25.5,66.0,209.7,97.8,Type 2 (Socket Only),6.35
115200,50.0,3,394.6,127.13,42.37,18.9,58.4,47.0,90.8,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",42.74
115186,50.0,3,408.2,127.05,34.74,28.5,67.3,43.5,94.5,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",45.34
115179,50.0,3,400.2,121.18,35.84,23.1,53.1,47.7,94.8,"CCS (Type 2), CHAdeMO, Type 1 (J1772), Type 2 (Socket Only), Type 2 (Tethered Connector)",48.83
115153,50.0,3,419.1,115.08,41.89,21.2,63.3,57.0,98.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",50.56
115147,50.0,3,407.7,122.4,36.67,18.2,25.9,49.6,90.4,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",44.19
115135,22.0,0,239.6,89.8,26.07,22.7,59.4,61.3,96.3,Type 2 (Socket Only),21.93
115132,50.0,3,417.2,119.52,33.4,23.5,62.9,35.3,93.3,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",42.41
115131,7.0,0,222.2,34.57,16.64,27.3,33.6,126.2,95.2,Type 2 (Socket Only),7.14
115130,50.0,3,408.5,124.43,33.2,17.8,32.7,36.3,95.3,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.72
115107,7.0,0,226.3,28.24,20.43,18.1,64.1,170.9,95.8,Type 2 (Socket Only),6.48
115070,22.0,0,233.7,92.87,15.47,20.3,26.2,40.9,95.3,Type 2 (Socket Only),22.09
115069,22.0,0,236.3,88.83,21.57,26.1,37.2,59.2,96.7,Type 2 (Socket Only),22.8
115034,7.0,0,228.0,25.3,17.06,16.0,5.0,154.7,96.0,Type 2 (Socket Only),6.58
115025,50.0,3,389.5,122.84,39.46,17.8,23.5,40.7,94.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",50.99
114988,7.0,0,225.2,25.31,18.19,20.1,55.9,168.9,95.2,Type 2 (Socket Only),6.96
114837,7.0,0,241.4,27.01,25.04,26.7,16.7,218.5,94.6,Type 2 (Socket Only),5.96
114836,7.0,0,243.9,29.13,18.77,24.6,51.5,170.6,96.4,Type 2 (Socket Only),7.11
114615,50.0,3,385.5,130.52,41.08,21.7,59.2,46.6,93.1,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",45.0
114455,7.0,0,237.8,29.0,13.44,17.3,88.9,128.6,98.3,"Type 1 (J1772), Type 2 (Socket Only)",6.84
114230,22.0,0,230.7,96.79,23.07,25.0,71.4,68.0,97.4,Tesla (Model S/X),22.78
114224,7.0,0,223.5,25.93,14.67,31.9,21.1,116.2,96.8,Type 2 (Socket Only),7.38
114148,6.0,0,223.4,28.24,21.39,25.2,28.4,223.1,95.3,Tesla (Model S/X),5.45
114108,11.0,0,234.2,48.23,24.17,10.0,26.3,141.7,94.7,Tesla (Model S/X),10.04
113981,7.0,0,233.3,32.76,18.83,29.8,75.7,171.0,97.1,Type 2 (Socket Only),6.91
113951,6.0,0,241.2,24.68,10.04,18.7,49.7,97.0,95.7,Tesla (Model S/X),6.13
113932,11.0,0,235.2,47.08,11.51,19.6,69.5,65.0,96.5,Tesla (Model S/X),10.61
113815,11.0,0,218.0,52.2,21.94,21.7,21.3,126.2,96.1,Tesla (Model S/X),11.1
113741,22.0,0,238.4,86.3,13.33,26.8,68.5,36.3,96.3,Tesla (Model S/X),20.21
113704,7.2,0,222.0,33.01,15.47,18.5,16.2,119.4,95.9,Type 2 (Socket Only),6.5
113658,50.0,3,412.4,119.05,31.59,14.9,47.3,33.2,94.3,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",46.83
113632,50.0,3,403.5,122.6,21.56,19.7,84.0,29.0,91.8,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.22
113631,22.0,0,226.9,95.5,21.02,28.5,56.2,61.9,94.3,Type 2 (Socket Only),19.72
113599,7.0,0,232.0,30.56,16.05,20.2,53.2,127.6,96.3,Type 2 (Socket Only),7.23
113588,7.0,0,246.0,31.34,17.85,24.4,16.1,152.4,94.6,Type 2 (Socket Only),6.7
113586,22.0,0,254.9,88.22,18.16,16.5,27.9,52.6,97.9,Type 2 (Socket Only),19.81
113563,50.0,3,386.9,132.53,37.17,20.1,62.5,45.3,96.4,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",45.9
113481,50.0,3,398.1,124.57,29.85,32.7,48.9,32.3,95.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",53.7
113452,50.0,3,396.9,132.23,40.41,20.4,17.6,44.1,92.3,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",43.74
113423,7.0,0,234.9,34.33,26.3,13.7,42.8,228.9,98.3,Type 2 (Socket Only),7.17
113420,50.0,3,415.2,120.93,31.1,31.2,64.7,32.1,92.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.41
113393,7.0,0,228.5,29.15,8.5,25.5,53.8,71.4,98.3,Type 2 (Socket Only),7.22
113360,7.0,0,234.3,28.45,20.15,21.1,54.0,156.2,94.2,Type 2 (Socket Only),6.55
113356,50.0,3,398.0,120.63,41.04,27.5,66.7,52.3,93.5,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",43.59
113308,7.0,0,237.1,28.7,2.0,27.1,46.4,17.1,96.4,Type 2 (Socket Only),7.12
113282,6.9,0,227.4,29.55,13.51,28.3,57.8,131.7,97.6,Type 2 (Socket Only),6.39
113281,7.0,0,244.4,31.02,18.73,24.4,54.2,179.2,97.9,Type 2 (Socket Only),6.92
113266,7.0,0,231.8,24.78,16.9,24.1,35.8,149.2,99.5,Type 2 (Socket Only),7.15
113265,7.0,0,234.0,32.71,14.59,31.6,65.1,112.2,96.4,Type 2 (Socket Only),6.65
113264,3.0,0,235.3,18.36,13.9,12.8,36.6,289.4,95.0,Type 2 (Socket Only),2.83
113262,6.9,0,233.4,30.12,24.19,26.3,47.8,191.6,96.2,Type 2 (Socket Only),6.17
113261,7.0,0,236.7,27.06,22.68,25.5,65.5,218.8,94.6,Type 2 (Socket Only),6.88
112967,22.0,0,225.1,102.1,14.39,28.0,15.9,44.7,95.5,Type 2 (Socket Only),22.74
112935,6.9,0,225.5,30.12,20.37,10.2,29.9,156.5,94.1,Type 2 (Socket Only),6.55
112933,50.0,3,405.2,119.29,28.46,12.6,38.5,32.6,93.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.26
112921,7.0,0,221.2,31.12,19.87,29.5,71.0,176.4,96.3,Type 2 (Socket Only),6.58
112920,22.0,0,233.5,92.14,17.29,28.3,66.1,48.1,96.0,Type 2 (Socket Only),21.92
112919,50.0,3,397.0,128.76,37.19,30.7,25.3,38.2,92.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",49.19
112883,50.0,3,392.0,126.33,28.82,17.9,45.3,35.7,93.4,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",45.86
112844,4.0,0,236.2,14.8,16.87,27.1,21.8,280.2,94.3,Type 2 (Socket Only),4.1
112835,22.0,0,233.7,90.4,23.24,22.4,54.1,53.9,97.3,Type 2 (Socket Only),22.88
112828,7.0,0,243.4,26.68,29.48,27.8,38.4,255.0,96.5,Type 2 (Socket Only),6.4
112825,50.0,3,414.1,119.89,37.54,10.8,89.0,49.8,95.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.78
112823,60.0,3,393.7,154.28,29.41,23.4,12.0,32.4,96.1,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",54.75
112816,50.0,3,409.9,117.44,33.53,26.6,43.1,39.9,94.3,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",45.82
112806,100.0,3,417.6,232.99,40.94,12.3,55.2,24.2,93.4,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",90.25
112804,22.0,0,230.0,97.45,25.01,25.9,35.6,71.0,97.2,Type 2 (Socket Only),20.17
112802,50.0,2,406.5,120.86,44.17,27.7,54.4,52.2,92.9,"CCS (Type 2), CHAdeMO",44.69
112798,7.0,0,235.3,34.05,20.16,24.2,45.8,167.5,97.0,Type 2 (Socket Only),6.6
112793,50.0,3,393.3,124.77,40.83,24.0,40.9,53.5,95.5,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",47.36
112791,3.7,0,221.3,17.25,23.48,21.1,93.4,401.1,97.4,Type 2 (Socket Only),3.19
112790,3.7,0,226.9,14.59,18.19,22.0,27.6,259.5,96.7,Type 2 (Socket Only),3.45
112789,7.4,0,235.6,29.99,23.26,14.1,67.3,209.6,93.5,Type 2 (Socket Only),6.78
112786,50.0,2,384.3,126.18,37.33,35.4,65.5,44.5,93.1,"CCS (Type 2), CHAdeMO",44.63
112721,22.0,0,236.8,97.04,23.53,27.4,52.2,64.6,95.6,Type 2 (Socket Only),20.2
112708,7.2,0,227.6,31.97,14.61,26.2,39.7,127.8,93.6,Type 2 (Socket Only),6.5
112707,7.0,0,229.4,31.49,14.09,30.8,24.5,111.8,97.2,Type 2 (Socket Only),7.04
112702,7.0,0,217.9,36.29,20.94,24.6,90.2,169.6,98.0,Type 2 (Socket Only),6.67
112701,50.0,3,432.1,118.61,36.98,31.6,85.1,44.7,95.9,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",47.68
112700,50.0,3,412.0,121.68,41.89,28.9,25.4,47.0,93.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",49.32
112699,7.0,0,227.1,27.85,19.84,24.3,73.8,185.8,97.8,Type 2 (Socket Only),6.68
112600,22.0,0,237.1,87.34,32.59,31.5,47.0,87.9,96.5,Type 2 (Socket Only),21.07
112599,7.0,0,234.6,32.84,22.14,17.9,18.6,164.4,96.4,Type 2 (Socket Only),7.18
112598,50.0,3,407.8,124.34,33.87,25.6,29.2,42.1,91.3,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.53
112597,50.0,3,425.6,116.48,35.1,29.4,10.9,39.4,92.1,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",42.05
112581,50.0,3,417.0,125.38,32.14,22.7,32.3,41.1,92.1,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",45.69
112576,50.0,3,411.2,115.96,37.82,16.5,38.3,45.3,92.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.03
112530,7.0,0,234.0,31.06,22.02,16.6,46.9,164.9,98.0,Type 2 (Socket Only),6.94
112524,50.0,2,401.7,121.14,39.18,23.1,52.2,40.3,93.4,"CCS (Type 2), CHAdeMO",44.98
112492,7.0,0,230.4,31.81,12.16,15.1,30.8,113.5,95.7,Type 2 (Socket Only),5.96
112483,7.0,0,230.1,31.94,25.19,29.1,58.8,214.5,95.3,"BS1363 3 Pin 13 Amp, Type 2 (Socket Only)",6.57
112482,50.0,3,399.8,127.45,28.0,10.4,23.3,30.3,94.3,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.46
112478,22.0,0,224.7,92.96,11.37,16.2,45.3,31.5,97.0,Type 2 (Socket Only),20.43
112464,6.9,0,235.6,31.94,20.87,15.7,46.6,180.4,94.8,Type 2 (Socket Only),6.54
112461,7.0,0,233.4,29.07,18.47,25.1,33.1,139.3,97.5,Type 2 (Socket Only),6.51
112460,7.0,0,233.9,29.1,24.4,30.8,75.5,222.7,99.5,Type 2 (Socket Only),7.2
112456,7.0,0,225.8,34.04,12.4,16.1,26.9,115.0,95.3,Type 2 (Socket Only),6.61
112450,7.0,0,212.8,37.38,22.89,27.9,50.0,207.0,97.4,Type 2 (Socket Only),6.81
112400,7.0,0,238.8,29.01,6.59,20.4,45.6,54.6,95.7,Type 2 (Socket Only),6.71
112379,3.0,0,226.2,11.06,16.53,20.6,61.3,323.8,95.0,Type 2 (Socket Only),2.98
112378,5.3,0,223.1,20.31,16.68,21.5,87.4,190.4,96.7,Type 2 (Socket Only),5.21
112377,5.3,0,235.5,19.86,28.75,26.3,46.8,354.3,97.0,Type 2 (Socket Only),5.2
112372,7.0,0,226.9,30.97,17.82,32.4,48.5,173.7,97.1,Type 2 (Socket Only),6.28
112364,50.0,2,418.7,117.29,38.54,22.8,72.3,53.0,93.7,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",48.19
112361,7.0,0,238.5,32.37,13.67,31.7,31.2,110.0,94.7,"BS1363 3 Pin 13 Amp, Type 2 (Socket Only)",6.04
112360,50.0,3,386.2,130.98,54.95,23.6,61.6,66.4,94.5,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",45.86
112356,22.0,0,234.9,94.54,16.59,37.3,84.8,40.7,93.4,Type 2 (Socket Only),20.65
112316,7.0,0,235.5,29.45,12.49,10.7,5.0,94.5,94.9,Type 2 (Socket Only),6.9
112304,7.0,0,219.1,30.54,14.63,25.1,35.0,133.8,96.1,Type 2 (Socket Only),6.64
112268,50.0,3,413.0,118.86,32.45,19.2,46.9,34.9,93.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",49.65
109918,150.0,2,807.5,182.13,70.55,29.5,55.6,31.6,90.6,"CCS (Type 2), CHAdeMO",139.97
109911,7.0,0,239.7,25.05,14.77,27.9,35.1,124.0,96.1,Type 2 (Socket Only),6.79
109365,22.0,0,232.1,93.89,24.04,23.2,45.1,61.4,95.5,Tesla (Model S/X),22.62
109359,6.0,0,227.0,24.83,18.53,10.1,83.1,209.0,95.7,Tesla (Model S/X),5.73
109326,11.0,0,231.1,47.96,24.27,17.0,47.7,142.0,95.1,Tesla (Model S/X),9.95
109290,13.0,0,215.8,58.57,14.44,25.0,30.9,59.3,98.1,Tesla (Model S/X),12.68
109262,13.0,0,233.3,55.4,19.13,25.9,13.1,101.2,95.9,Tesla (Model S/X),11.98
109261,22.0,0,221.8,98.52,19.73,17.5,52.4,48.7,94.7,Tesla (Model S/X),20.27
109188,6.0,0,219.2,25.34,12.53,20.2,34.1,127.0,94.6,Tesla (Model S/X),5.25
109178,6.0,0,217.8,33.32,23.76,19.4,40.8,233.4,96.9,Tesla (Model S/X),5.84
109099,13.0,0,238.9,56.58,11.73,29.1,21.8,55.2,98.0,Tesla (Model S/X),12.17
109069,7.0,0,225.0,29.41,14.3,28.2,21.0,133.0,95.6,Tesla (Model S/X),7.14
109030,13.0,0,242.3,51.03,13.49,18.5,45.3,58.8,94.8,Tesla (Model S/X),12.54
109022,22.0,0,225.7,95.44,18.26,31.1,18.0,51.1,97.6,"Tesla (Model S/X), Type 2 (Tethered Connector)",21.59
108969,13.0,0,216.3,62.72,21.98,18.7,5.0,108.9,97.2,Tesla (Model S/X),12.08
108926,11.0,0,221.1,51.41,17.27,13.4,73.9,98.8,98.9,Tesla (Model S/X),10.6
108901,11.0,0,239.9,44.0,10.91,24.1,47.1,59.3,96.9,Tesla (Model S/X),10.8
108887,6.0,0,228.8,24.87,23.93,22.5,23.8,251.7,96.2,Tesla (Model S/X),6.47
108801,13.0,0,225.6,50.73,21.76,21.9,73.6,114.6,94.1,Tesla (Model S/X),12.03
108719,11.0,0,231.3,50.92,14.45,23.0,54.7,89.3,93.6,Tesla (Model S/X),10.32
108696,13.0,0,234.0,54.57,21.49,22.3,25.4,104.8,96.3,Tesla (Model S/X),12.33
108641,7.0,0,238.9,31.15,13.35,20.6,25.1,100.9,96.6,Type 2 (Socket Only),7.04
108625,50.0,3,378.3,127.74,25.47,15.7,91.7,32.6,93.5,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.54
108623,22.0,0,241.6,92.23,19.83,24.2,87.0,60.4,96.0,Type 2 (Socket Only),21.55
108591,22.0,0,227.1,101.16,16.36,22.3,66.8,39.9,98.4,Type 2 (Socket Only),20.19
108505,7.0,0,219.4,31.8,14.04,17.7,35.8,136.9,93.3,Tesla (Model S/X),6.08
108478,50.0,3,385.5,131.72,37.46,19.3,43.9,40.1,93.1,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.32
108476,50.0,3,400.3,131.18,36.48,20.9,41.0,42.2,93.3,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",46.78
108475,50.0,3,419.5,117.73,28.55,35.4,46.4,36.8,94.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",49.05
108472,50.0,3,401.2,126.2,33.19,22.3,17.1,34.3,92.4,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.14
108464,50.0,3,398.0,121.3,26.07,18.4,56.6,28.6,92.5,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",45.0
108457,50.0,3,392.2,129.57,27.56,25.2,49.5,31.8,92.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.41
108396,7.0,0,226.7,34.87,19.16,23.5,67.0,168.3,96.1,Type 2 (Socket Only),6.47
108395,7.0,0,232.1,32.09,19.04,25.7,50.3,148.8,96.1,Type 2 (Socket Only),6.49
108322,50.0,3,414.7,119.06,43.9,24.9,51.5,46.5,91.6,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.82
108286,50.0,3,405.2,127.12,35.78,28.4,97.0,38.8,94.1,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",50.01
108271,11.0,0,222.3,53.4,18.53,29.3,56.3,103.6,97.5,Type 2 (Socket Only),11.24
108231,7.0,0,222.3,33.69,18.75,29.3,85.5,178.5,96.6,Type 2 (Socket Only),6.96
108140,7.0,0,232.8,28.02,10.92,30.0,27.3,87.3,95.3,Type 2 (Socket Only),6.47
108120,22.0,0,229.6,94.34,17.24,23.2,29.1,52.7,97.0,Type 2 (Socket Only),22.43
108115,50.0,4,400.1,125.53,25.48,30.6,5.0,28.5,93.3,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",50.18
108112,7.0,0,230.3,35.61,21.49,28.6,87.9,161.0,96.8,Type 2 (Socket Only),7.43
108109,7.0,0,223.9,31.09,12.75,16.5,22.6,119.1,93.4,Type 2 (Socket Only),6.66
108108,7.0,0,228.2,31.09,18.08,10.8,49.7,162.3,95.5,Type 2 (Socket Only),6.61
108099,22.0,0,222.6,96.02,12.88,25.5,33.9,33.2,97.4,Type 2 (Socket Only),22.49
108098,22.0,0,237.1,92.11,13.91,20.6,47.7,39.5,97.6,Type 2 (Socket Only),22.09
108071,50.0,3,420.3,116.4,38.78,17.0,46.4,47.1,92.8,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",46.84
108044,11.0,0,238.3,48.74,13.66,15.3,29.2,79.1,95.9,Tesla (Model S/X),9.8
108035,3.0,0,215.2,13.73,24.8,18.7,71.3,480.0,96.5,BS1363 3 Pin 13 Amp,2.76
108028,7.0,0,222.6,32.92,20.54,12.5,69.7,185.5,96.7,Type 2 (Socket Only),6.95
108013,50.0,3,383.2,130.18,42.86,27.7,62.5,44.5,91.6,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",43.92
108012,7.0,0,218.0,30.56,15.29,19.4,36.4,145.0,95.1,Type 2 (Socket Only),6.05
107995,7.0,0,224.8,19.9,13.15,12.8,26.2,113.0,95.4,Type 2 (Socket Only),7.17
107990,7.0,0,229.3,33.01,15.37,26.2,92.9,147.8,95.7,Type 2 (Socket Only),6.78
107989,7.0,0,218.4,31.72,21.18,11.5,58.5,192.1,98.1,Type 2 (Socket Only),6.59
107949,4.0,0,222.6,18.63,11.56,26.1,92.5,185.5,96.8,Type 2 (Socket Only),3.77
107946,7.0,0,222.0,37.02,15.52,24.3,34.9,136.0,94.2,Type 2 (Socket Only),6.33
107945,7.0,0,231.7,29.09,11.82,17.7,47.7,97.7,98.3,Type 2 (Socket Only),6.83
107902,7.0,0,230.6,34.01,10.38,16.1,39.0,77.5,95.8,Type 2 (Socket Only),6.56
107891,22.0,0,224.2,94.42,13.28,29.1,31.0,31.6,96.3,Type 2 (Socket Only),19.35
107889,50.0,3,419.1,124.15,34.01,24.1,34.2,41.6,96.7,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",40.9
107863,7.0,0,231.4,30.24,18.99,19.0,33.0,143.4,94.3,Type 2 (Socket Only),6.46
107827,7.0,0,225.6,32.93,15.59,26.8,35.8,143.3,97.0,Type 2 (Socket Only),6.14
107765,50.0,3,383.6,131.06,33.73,10.5,59.8,38.5,94.4,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",44.53
107705,4.0,0,227.8,17.94,17.82,20.9,42.1,276.8,96.5,Type 2 (Socket Only),3.98
107692,7.0,0,243.4,30.9,14.15,32.4,90.2,137.8,97.2,Type 2 (Socket Only),7.15
107681,22.0,0,240.7,89.26,19.73,14.2,34.0,56.1,94.5,Type 2 (Socket Only),20.7
107654,7.0,0,219.6,30.76,25.14,28.2,25.6,239.1,97.0,Type 2 (Socket Only),6.39
107573,7.0,0,236.6,33.71,21.45,11.0,91.5,164.9,98.3,Type 2 (Socket Only),7.26
107568,22.0,0,236.5,90.03,4.58,26.4,13.4,11.2,95.8,Type 2 (Socket Only),22.12
107566,22.0,0,220.8,98.8,16.61,25.7,49.2,41.1,96.8,Type 2 (Socket Only),19.02
107508,7.0,0,236.6,29.41,14.52,29.3,33.4,127.9,95.4,Type 2 (Socket Only),6.54
107393,7.0,0,242.3,24.21,17.64,25.4,24.1,141.4,94.7,Type 2 (Socket Only),6.46
107388,22.0,0,221.0,104.68,21.66,23.1,47.3,57.3,95.8,Type 2 (Socket Only),23.5
107375,22.0,0,222.7,96.43,19.06,19.0,46.7,53.0,96.9,Type 2 (Socket Only),20.51
107364,22.0,0,238.1,88.69,15.56,24.8,45.9,46.2,94.3,Type 2 (Socket Only),21.05
