StationID,Operator,UsageType,MaxPowerKW,FastChargeCount,ConnectionTypes,StatusType,Voltage_V,Current_A,Session_Energy_kWh,Temperature_C,SoC_pct,Session_Duration_min,Charging_Efficiency_pct,Connector_Temp_C,Grid_Load_kW
458360,Tesla (Tesla-only charging),Public,3.7,0,Tesla (Model S/X),Operational,246.7,10.74,11.36,5.4,5.0,191.3,97.3,17.1,3.64
458359,Powerflex,Public,3.7,0,Type 1 (J1772),Operational,229.8,15.96,27.84,21.2,57.4,419.5,97.5,35.0,3.47
458358,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,229.5,15.07,17.94,20.4,10.9,309.5,95.3,33.8,3.19
458357,eVgo Network,Public,50.0,1,CCS (Type 1),Operational,400.4,121.98,21.77,22.6,36.1,27.9,94.4,120.0,42.95
458356,Tesla (Tesla-only charging),Public,3.7,0,Tesla (Model S/X),Operational,234.7,17.84,14.31,26.9,13.7,249.8,96.5,41.7,3.2
458354,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,237.7,13.73,21.79,19.5,31.8,393.9,95.3,32.3,3.64
458353,ChargePoint,Public,3.7,0,Type 1 (J1772),Temporarily Unavailable,237.6,20.32,21.63,5.6,68.1,403.2,96.4,21.8,3.51
458352,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,238.6,17.72,17.42,26.5,85.6,312.4,96.7,41.2,3.78
458351,EVCS,Public,50.0,3,"CCS (Type 1), CHAdeMO, NACS / Tesla Supercharger, Tesla (Model S/X)",Operational,390.5,124.99,30.9,25.2,66.2,36.6,93.8,120.0,51.11
458349,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,225.0,16.42,20.92,21.5,59.2,373.3,96.5,35.5,3.66
458348,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,227.6,18.0,11.16,22.0,31.0,158.2,93.6,36.9,3.56
458347,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,236.2,19.83,5.01,14.7,16.6,73.3,95.9,30.6,3.75
458346,EV Connect,Public,3.7,0,Type 1 (J1772),Operational,225.8,11.88,18.27,21.9,47.0,265.4,96.2,34.0,3.64
458344,Tesla (Tesla-only charging),Public,3.7,0,Tesla (Model S/X),Operational,230.0,18.38,14.24,22.2,38.2,217.5,96.3,37.3,3.35
458343,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,233.2,18.49,14.88,21.3,5.0,245.7,97.4,36.4,3.62
458342,Tesla (Tesla-only charging),Public,3.7,0,Tesla (Model S/X),Operational,236.3,16.14,17.61,18.2,45.5,288.9,92.1,32.1,3.52
458341,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,215.8,21.01,14.42,19.1,28.0,241.4,95.5,35.7,3.31
458340,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,235.7,10.24,14.4,24.2,44.7,249.8,95.9,35.8,3.33
458339,EVCS,Public,50.0,2,"CCS (Type 1), CHAdeMO",Operational,423.9,117.04,24.11,24.7,26.0,24.7,93.0,120.0,46.63
458338,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,228.1,13.43,19.22,28.7,22.4,300.3,97.5,41.4,3.67
458337,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,235.7,15.64,18.59,17.2,44.9,274.7,95.5,30.9,3.66
458336,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,383.6,130.71,20.19,18.1,48.2,22.0,91.7,120.0,48.1
458335,Tesla (Tesla-only charging),Public,3.7,0,Tesla (Model S/X),Operational,236.2,16.13,26.48,22.0,46.9,450.0,96.4,35.9,3.66
458334,Blink Charging,Public,3.7,0,Type 1 (J1772),Operational,242.9,10.55,19.17,16.6,24.7,317.6,97.9,28.3,3.31
458333,EV Connect,Public,50.0,1,"CCS (Type 1), Type 1 (J1772)",Operational,393.5,130.85,39.3,17.3,33.9,44.6,93.8,120.0,40.18
458332,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,240.8,16.11,16.6,23.4,46.8,292.7,95.0,37.3,3.85
458329,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,240.8,14.68,16.91,22.6,21.4,289.9,95.3,35.8,3.75
458328,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,241.5,12.09,14.85,20.1,49.2,241.4,97.3,32.3,3.17
458327,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,232.3,19.66,20.73,28.1,49.7,289.8,96.9,43.9,3.54
458326,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,230.3,22.48,18.83,17.3,37.7,320.0,95.8,34.9,3.44
458324,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,416.9,126.38,43.52,23.5,86.9,59.6,94.6,120.0,47.79
458323,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,237.0,16.3,4.9,26.9,68.2,68.4,94.0,40.9,3.53
458322,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,235.9,18.86,17.9,23.1,53.4,262.1,97.7,38.4,3.66
458320,Shell Recharge Solutions (US),Public,3.7,0,Type 1 (J1772),Operational,227.5,17.82,13.61,11.5,5.0,197.0,96.5,26.3,3.49
458318,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,398.0,123.1,33.01,20.9,14.2,41.6,94.7,120.0,50.34
458317,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,233.2,17.86,22.44,31.1,47.4,406.1,96.0,45.9,3.41
458316,Blink Charging,Public,3.7,0,Type 1 (J1772),Operational,229.7,19.67,14.06,30.2,46.1,254.1,95.5,46.0,3.37
458315,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,223.2,11.25,11.55,19.8,59.3,197.8,96.1,31.7,3.47
458314,ChargePoint,Private - Restricted Access,3.7,0,Type 1 (J1772),Operational,240.3,12.52,19.41,19.1,59.2,289.3,98.8,31.5,3.61
458313,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,230.4,13.41,16.3,27.7,45.4,268.7,95.0,40.4,3.5
458312,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,246.4,16.9,11.89,17.6,34.4,198.0,98.4,31.9,3.73
458311,Tesla (Tesla-only charging),Private - Restricted Access,3.7,0,Tesla (Model S/X),Operational,217.0,12.84,20.55,13.0,38.4,320.6,99.1,25.5,3.78
458310,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,225.5,15.5,18.5,11.5,66.3,284.1,97.3,25.1,3.56
458309,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,230.3,16.19,18.44,18.1,40.1,260.9,94.9,32.0,3.08
458308,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,239.1,13.21,11.92,26.5,22.1,218.1,95.1,39.1,3.53
458307,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,233.2,17.34,16.31,25.4,28.8,239.6,96.6,39.9,3.96
458306,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,232.5,18.54,16.95,25.2,15.1,302.7,97.7,40.4,3.98
458305,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,405.3,117.54,39.64,32.3,83.7,54.4,92.4,120.0,46.37
458303,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,221.0,14.77,16.31,26.4,43.6,257.4,98.1,39.7,3.6
458301,ChargePoint,Public,3.7,0,Type 1 (J1772),Temporarily Unavailable,220.7,17.91,18.92,21.8,46.6,272.7,92.0,36.6,2.97
458300,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,407.5,127.26,39.76,19.8,25.7,50.1,94.1,120.0,45.12
458299,Blink Charging,Public,3.7,0,Type 1 (J1772),Operational,232.6,17.05,35.03,17.4,20.6,480.0,95.1,31.8,3.5
458298,Blink Charging,Public,3.7,0,Type 1 (J1772),Operational,219.1,16.85,11.44,20.8,27.2,178.1,96.8,35.1,3.37
458296,Red E Charge,Public,3.7,0,Type 1 (J1772),Operational,225.7,12.71,11.91,27.6,52.3,219.5,95.8,40.0,3.39
458295,EV Energy Group (FCN),Public,3.7,0,Type 1 (J1772),Operational,234.0,17.13,15.21,28.3,60.8,211.0,99.3,42.7,3.81
458294,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,222.1,17.4,30.29,26.3,24.3,480.0,95.6,40.8,3.7
458293,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,242.8,18.75,20.43,21.7,20.3,332.7,97.5,37.0,3.79
458292,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,239.8,17.47,24.88,31.8,13.2,459.8,96.3,46.4,3.72
458290,EV Connect,Public,50.0,1,CCS (Type 1),Operational,406.4,121.37,24.93,22.1,30.9,27.5,93.6,120.0,49.45
458288,EVGateway,Public,50.0,2,"CCS (Type 1), CHAdeMO",Operational,413.2,126.46,29.0,13.5,45.4,33.8,97.1,120.0,50.33
458287,Tesla (Tesla-only charging),Public,3.7,0,Tesla (Model S/X),Operational,217.4,16.93,22.19,17.5,9.9,406.8,96.3,31.8,3.88
458286,Tesla (Tesla-only charging),Public,3.7,0,Tesla (Model S/X),Operational,222.5,16.27,16.81,19.0,91.0,239.7,95.3,33.0,3.77
458283,Blink Charging,Public,50.0,1,CCS (Type 1),Operational,409.4,125.36,47.16,28.1,67.8,51.4,97.0,120.0,49.19
458281,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,211.7,17.98,20.69,24.4,34.9,291.9,96.8,39.2,3.66
458280,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,223.7,16.34,19.5,25.1,34.8,310.8,96.4,39.1,3.73
458279,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,376.7,131.82,37.08,24.8,32.6,41.8,94.7,120.0,45.27
458278,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,236.1,12.92,16.78,30.8,5.0,282.8,96.6,43.3,3.41
458276,Blink Charging,Public,50.0,1,CCS (Type 1),Operational,408.7,123.5,25.65,33.5,50.1,26.8,92.6,120.0,47.71
458275,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,226.7,14.59,7.11,27.6,29.7,116.4,95.8,40.8,3.62
458274,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,395.4,124.07,15.12,24.6,44.0,17.7,94.7,120.0,46.36
458272,eVgo Network,Public,350.0,1,CCS (Type 1),Operational,794.8,440.88,68.78,28.6,28.7,10.9,92.8,120.0,340.22
458271,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,233.7,15.16,15.36,24.3,99.0,268.4,95.7,37.7,3.47
458270,ChargePoint,Public,3.7,0,Type 1 (J1772),Temporarily Unavailable,217.8,20.25,25.19,20.0,55.9,353.7,98.4,36.2,3.71
458269,Blink Charging,Public,3.7,0,Type 1 (J1772),Operational,236.4,20.94,26.0,30.6,73.1,366.2,95.3,47.2,3.85
458268,Powerflex,Public - Pay At Location,3.7,0,Type 1 (J1772),Operational,225.6,13.73,26.52,29.0,47.1,480.0,94.8,41.8,3.46
458267,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,230.1,15.36,29.38,21.0,23.5,453.2,96.1,34.5,3.75
458266,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,229.3,15.26,23.72,12.5,40.4,343.6,97.8,26.0,3.99
458265,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,219.8,15.8,13.22,27.5,47.4,220.6,98.2,41.2,3.63
458264,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,220.8,16.16,22.45,21.3,69.3,333.7,96.2,35.2,3.47
458263,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,406.0,123.45,24.69,20.1,7.0,29.6,93.2,120.0,48.46
458261,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,237.7,15.15,12.33,19.3,34.4,222.1,96.7,32.7,3.62
458260,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,233.2,11.51,13.52,23.9,22.7,203.7,95.0,35.9,3.16
458259,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,238.4,12.42,21.77,28.0,49.1,404.5,93.1,40.3,3.35
458258,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,232.6,17.09,18.61,17.8,44.0,342.9,98.8,32.2,3.63
458257,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,231.1,14.29,17.05,16.7,29.1,313.3,94.9,29.8,3.82
458256,ChargePoint,Public,3.7,0,Type 1 (J1772),Temporarily Unavailable,216.2,15.33,14.02,15.8,37.7,193.8,93.5,29.3,3.55
458255,Red E Charge,Public,50.0,1,"CCS (Type 1), Type 1 (J1772)",Operational,385.9,130.39,54.9,23.1,50.5,62.7,96.0,120.0,49.75
458252,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,227.8,17.97,17.56,25.0,35.1,287.7,95.5,39.8,3.58
458251,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,229.8,24.0,22.37,32.7,31.2,366.1,96.0,51.3,3.54
458250,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,245.6,13.83,16.33,25.4,5.0,268.2,95.4,38.3,3.87
458249,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,235.5,20.06,21.77,14.4,33.7,368.5,95.5,30.4,3.41
458248,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,242.3,18.58,4.97,27.7,32.7,86.5,95.3,42.9,3.71
458247,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,234.8,10.2,18.17,22.0,37.6,258.2,96.5,33.6,3.65
458246,eVgo Network,Public,50.0,2,"CCS (Type 1), CHAdeMO",Operational,409.2,126.45,29.03,15.4,37.5,33.9,92.9,120.0,46.56
458245,flo,Public,3.7,0,Type 1 (J1772),Operational,224.3,16.07,6.06,28.0,61.1,107.6,97.7,41.9,3.5
458244,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,394.8,122.24,24.93,29.9,32.9,33.1,93.0,120.0,50.19
458243,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,230.9,18.44,21.68,24.1,74.7,368.1,94.9,39.2,3.53
458242,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,231.9,22.69,23.37,24.1,53.5,373.8,95.9,41.8,3.41
458241,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,222.5,14.05,18.01,27.5,60.4,325.5,95.4,40.5,3.58
458239,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,226.9,16.74,13.53,20.7,53.4,235.9,95.1,34.9,3.47
458238,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,228.4,18.17,11.77,-0.3,30.6,184.4,94.9,14.7,3.36
458237,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,242.8,11.81,15.15,22.4,80.3,219.5,98.7,34.5,3.49
458236,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,213.4,14.33,17.42,32.4,22.1,300.8,93.9,45.5,3.15
458235,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,239.6,17.95,13.11,17.5,72.5,214.5,96.5,32.3,3.55
458234,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,222.5,17.96,12.27,20.0,35.7,186.5,95.0,34.8,3.82
458232,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,219.0,21.08,18.12,28.6,40.4,272.2,96.6,45.3,3.54
458231,EVCS,Public,3.7,0,Type 1 (J1772),Operational,239.4,18.96,14.18,13.5,20.1,258.1,94.8,28.9,3.53
458230,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,235.9,16.08,13.95,25.1,49.8,235.0,95.2,39.0,3.42
458229,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,240.0,15.77,12.37,16.6,5.0,220.4,94.0,30.3,3.51
458228,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,236.4,17.13,26.5,22.2,59.1,390.1,93.9,36.6,3.61
458227,EVGateway,Public,3.7,0,Type 1 (J1772),Temporarily Unavailable,246.5,11.94,11.82,25.4,52.7,166.0,96.0,37.5,3.78
458226,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,394.4,124.62,42.18,15.1,35.1,45.0,93.8,120.0,46.65
458225,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,234.5,12.8,13.57,23.4,58.8,239.2,95.5,35.9,3.48
458224,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,228.7,11.72,14.46,29.0,45.0,216.2,95.5,41.1,3.85
458223,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,232.7,14.99,18.65,16.2,54.0,258.5,96.3,29.6,3.73
458222,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,239.9,17.98,13.7,23.7,38.0,195.8,93.8,38.5,3.66
458220,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,223.8,11.34,19.53,24.3,43.5,349.9,98.9,36.2,3.49
458217,Red E Charge,Public,3.7,0,Type 1 (J1772),Operational,224.8,16.55,16.16,29.3,77.9,248.8,94.9,43.4,3.66
458216,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,410.2,123.48,23.13,20.4,98.7,27.6,92.6,120.0,47.06
458215,ChargePoint,Public,50.0,2,"CCS (Type 1), CHAdeMO",Operational,393.3,127.04,30.18,28.5,13.6,40.7,93.3,120.0,50.63
458214,Shell Recharge Solutions (US),Public,3.7,0,Type 1 (J1772),Operational,227.5,17.74,12.73,26.1,13.0,236.7,95.5,40.8,3.69
458213,Blink Charging,Public,3.7,0,Type 1 (J1772),Operational,213.2,12.51,18.26,29.9,32.8,270.0,94.6,42.2,3.41
458211,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,231.1,15.61,23.51,28.8,64.0,392.6,97.9,42.5,3.34
458210,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,214.9,16.28,18.72,15.8,57.4,301.5,94.0,29.8,3.22
458209,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,230.4,16.74,18.72,20.1,14.8,310.4,98.2,34.3,3.45
458207,Blink Charging,Public,50.0,1,CCS (Type 1),Operational,400.1,126.08,35.31,30.5,83.4,45.4,93.8,120.0,51.87
458206,EV Energy Group (FCN),Public,50.0,2,"CCS (Type 1), CHAdeMO",Operational,401.6,124.02,27.87,21.6,26.5,35.0,93.2,120.0,42.8
458205,ChargePoint,Public,3.7,0,Type 1 (J1772),Temporarily Unavailable,236.9,17.7,17.8,26.9,61.7,257.1,96.6,41.6,3.74
458204,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,403.0,125.13,43.13,33.8,58.9,54.9,94.4,120.0,48.27
458203,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,226.2,18.7,18.8,25.3,16.9,319.5,98.2,40.5,3.56
458202,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,243.4,17.14,13.64,24.2,56.6,233.8,92.8,38.6,3.29
458201,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,218.3,18.11,22.92,19.2,41.0,361.5,95.7,34.1,3.4
458200,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,239.5,10.94,16.96,19.0,34.9,269.8,93.5,30.8,3.4
458199,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,235.4,21.2,16.48,22.7,7.8,293.4,96.5,39.4,3.38
458197,ChargePoint,Public,3.7,0,Type 1 (J1772),Temporarily Unavailable,216.3,15.03,13.91,22.3,59.7,201.1,96.8,35.7,3.57
458196,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,251.7,10.7,11.64,23.0,46.7,215.3,96.8,34.7,3.65
458194,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,229.5,18.14,23.85,24.8,53.5,392.4,95.3,39.7,3.63
458193,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,223.0,15.69,10.06,29.0,38.1,142.3,94.4,42.7,3.55
458192,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,218.7,19.23,17.63,27.6,37.6,287.7,97.1,43.1,3.49
458191,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,228.2,13.55,14.04,19.9,58.1,260.0,98.2,32.7,4.03
458190,Shell Recharge Solutions (US),Public,3.7,0,Type 1 (J1772),Temporarily Unavailable,229.0,16.59,13.41,32.0,40.6,221.1,95.2,46.1,3.5
458189,Blink Charging,Public,3.7,0,Type 1 (J1772),Operational,230.8,15.69,21.85,18.9,55.6,368.3,96.2,32.6,3.66
458188,Blink Charging,Public,3.7,0,Type 1 (J1772),Operational,227.6,19.32,22.9,22.6,37.9,319.5,95.3,38.2,3.51
458187,Blink Charging,Public,3.7,0,Type 1 (J1772),Operational,235.1,14.61,18.55,24.0,36.5,304.2,95.0,37.2,3.71
458186,Blink Charging,Public,3.7,0,Type 1 (J1772),Temporarily Unavailable,226.9,18.72,17.93,21.9,54.8,318.3,94.9,37.2,3.7
458185,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,214.5,13.62,13.97,19.9,48.8,211.9,96.1,32.7,3.41
458184,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,228.8,19.87,19.67,32.7,32.5,284.9,96.2,48.6,3.67
458183,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,211.1,21.79,11.15,11.1,78.3,160.8,97.1,28.2,3.56
458182,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,232.8,18.09,20.09,21.9,14.8,278.6,95.4,36.8,3.83
458180,Blink Charging,Public,3.7,0,Type 1 (J1772),Operational,222.2,16.6,7.45,14.4,26.7,125.5,97.6,28.5,3.68
458179,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,231.3,22.16,25.51,19.6,48.5,435.0,96.7,37.0,3.55
458177,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,240.5,13.97,18.63,22.8,31.2,313.8,96.8,35.7,3.42
458176,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,222.4,20.19,17.52,26.9,32.3,245.3,96.5,43.0,3.78
458175,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,238.5,19.63,16.74,14.7,54.9,277.9,95.5,30.5,3.75
458174,Shell Recharge Solutions (US),Public,3.7,0,Type 1 (J1772),Temporarily Unavailable,226.5,12.61,22.93,22.6,41.0,408.1,95.8,35.0,3.74
458173,Shell Recharge Solutions (US),Public,3.7,0,Type 1 (J1772),Temporarily Unavailable,244.0,17.31,14.8,18.9,71.6,211.9,92.7,33.4,3.48
458171,Shell Recharge Solutions (US),Public,3.7,0,Type 1 (J1772),Operational,227.1,18.45,19.77,19.6,39.4,308.4,98.2,34.7,3.54
458170,ChargePoint,Public,50.0,2,"CCS (Type 1), CHAdeMO",Operational,396.1,118.75,42.6,25.4,42.2,47.9,97.2,120.0,43.02
458168,Red E Charge,Public,50.0,1,CCS (Type 1),Operational,396.0,118.53,32.98,30.2,17.5,45.4,95.3,120.0,47.07
458167,ChargePoint,Public,50.0,2,"CCS (Type 1), NACS / Tesla Supercharger",Operational,394.0,123.36,29.5,18.5,56.0,34.1,94.6,120.0,46.33
458166,Tesla (Tesla-only charging),Public,3.7,0,Tesla (Model S/X),Operational,223.3,15.72,16.16,17.2,34.5,258.4,97.7,30.9,3.58
458164,ChargePoint,Public,50.0,2,"CCS (Type 1), CHAdeMO",Operational,410.5,123.53,21.66,30.9,28.4,23.2,94.6,120.0,44.54
458163,ChargePoint,Public,50.0,2,"CCS (Type 1), CHAdeMO",Operational,401.8,125.05,34.11,28.5,33.1,41.3,92.2,120.0,44.33
458162,Red E Charge,Public,50.0,1,CCS (Type 1),Operational,411.6,123.5,56.29,22.5,69.7,59.2,91.2,120.0,51.65
458160,Red E Charge,Public,50.0,1,CCS (Type 1),Operational,409.0,122.61,33.43,27.1,55.2,45.6,92.6,120.0,46.7
458159,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,235.5,13.0,21.18,30.1,65.9,342.4,96.3,42.6,3.43
458158,Red E Charge,Public,50.0,1,"CCS (Type 1), Type 1 (J1772)",Operational,408.0,124.17,38.02,27.0,16.1,44.1,93.3,120.0,48.47
458157,Red E Charge,Public,3.7,0,Type 1 (J1772),Operational,226.5,16.22,19.51,29.2,47.2,271.7,95.6,43.1,3.76
458156,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,394.0,128.52,49.46,31.8,59.0,64.1,96.4,120.0,47.92
458153,ChargePoint,Public,50.0,2,"CCS (Type 1), CHAdeMO",Operational,401.0,124.8,62.48,14.1,40.2,83.7,94.9,120.0,46.62
458151,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,376.8,135.67,40.29,37.6,87.5,47.4,90.9,120.0,44.86
458149,ChargePoint,Public,50.0,2,"CCS (Type 1), CHAdeMO",Operational,381.8,134.11,28.29,16.1,46.7,34.0,96.8,120.0,52.33
458148,Red E Charge,Public,50.0,1,CCS (Type 1),Operational,362.5,136.18,33.88,27.8,60.4,41.8,94.0,120.0,46.29
458147,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,223.3,15.6,14.5,18.7,53.6,252.5,95.4,32.4,3.91
458146,Blink Charging,Public,3.7,0,Type 1 (J1772),Operational,226.2,12.45,15.92,15.4,90.7,274.9,94.4,27.7,3.46
458145,Blink Charging,Public,3.7,0,Type 1 (J1772),Operational,229.6,23.13,19.86,30.2,20.8,316.1,98.0,48.2,3.74
458141,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,396.1,124.88,33.58,14.9,24.7,42.1,93.5,120.0,48.87
458140,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,240.7,14.06,14.81,36.3,44.4,231.6,97.4,49.3,3.58
458139,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,415.4,118.85,34.9,18.9,55.1,38.8,92.7,120.0,44.15
458138,Tesla (Tesla-only charging),Public,3.7,0,Tesla (Model S/X),Operational,214.5,14.54,13.39,13.9,29.0,236.9,95.4,27.1,3.38
458136,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,230.2,19.39,14.78,8.7,27.0,265.5,95.9,24.3,3.63
458135,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,235.0,16.1,18.07,24.3,46.4,317.1,97.4,38.2,3.69
458134,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,231.5,15.43,14.83,9.6,11.0,220.2,95.9,23.2,3.6
458133,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,240.5,10.65,18.42,26.7,78.2,290.4,97.2,38.4,3.16
458131,Blink Charging,Public,3.7,0,Type 1 (J1772),Operational,229.4,17.29,18.02,26.2,20.6,316.5,96.5,40.7,3.86
458129,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,228.5,13.6,22.0,21.9,51.7,385.3,94.2,34.7,3.4
458126,Graviti Energy,Public,50.0,2,"CCS (Type 1), NACS / Tesla Supercharger",Operational,407.7,122.46,17.81,20.9,63.0,21.6,92.0,120.0,44.76
458125,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,391.6,127.06,38.3,27.5,62.5,46.0,94.7,120.0,52.62
458123,Red E Charge,Public,50.0,1,CCS (Type 1),Operational,416.3,123.98,37.49,20.6,35.6,46.4,95.4,120.0,45.19
458122,Graviti Energy,Public,50.0,2,"CCS (Type 1), CHAdeMO",Operational,397.2,128.03,25.0,35.0,11.9,32.9,94.1,120.0,49.93
458121,eVgo Network,Public,50.0,2,"CCS (Type 1), CHAdeMO",Operational,417.7,122.73,15.79,26.1,12.0,21.4,94.6,120.0,46.0
458120,Tesla (including non-tesla),Public,50.0,1,NACS / Tesla Supercharger,Operational,380.5,127.22,37.82,26.4,5.0,42.6,95.5,120.0,48.33
458119,ChargePoint,Public,3.7,0,Type 1 (J1772),Operational,234.7,18.29,26.14,21.9,31.8,480.0,98.5,36.9,3.55
