record_id,station_id,timestamp,charger_type,connector_type,ambient_temperature_c,humidity_pct,input_voltage_v,input_current_a,charging_power_kw,grid_frequency_hz,power_factor,energy_delivered_kwh,charging_duration_min,station_temperature_c,cable_temperature_c,insulation_resistance_mohm,ground_leakage_current_ma,battery_soc_start_pct,battery_soc_end_pct,battery_voltage_v,battery_current_a,battery_temperature_c,battery_soh_pct,cell_voltage_imbalance_mv,bms_warning_count,communication_latency_ms,packet_loss_pct,failed_auth_attempts,network_traffic_mbps,firmware_integrity_score,sensor_health_score,equipment_vibration_mm_s,relay_switch_count,error_code_count,charging_efficiency_pct,voltage_deviation_pct,current_deviation_pct,energy_loss_pct,anomaly_class
EVR_001117,CS_0038,2024-01-04 21:00:00,Ultra_Fast,Type_2,34.344,77.041,398.296,85.503,46.809,49.859,0.987,13.979,118.612,34.229,41.049,11.629,0.88,51.454,66.373,380.2,51.768,26.895,91.241,22.757,0,28.203,0.324,0,4.077,0.99,0.904,2.572,8,0,91.492,0.632,3.331,2.567,Normal
EVR_001118,CS_0230,2024-01-04 21:05:00,AC_Level_2,CCS,26.284,88.139,404.307,93.131,32.298,50.104,0.851,8.151,26.501,31.373,41.107,11.91,0.896,55.876,84.421,361.862,70.176,25.772,93.619,21.323,0,73.66,0.543,0,0.95,0.963,0.928,1.958,7,1,88.902,6.546,2.8,11.301,Energy_Anomaly
EVR_001119,CS_0166,2024-01-04 21:10:00,DC_Fast,CCS,31.186,80.634,385.914,93.211,47.869,49.941,0.973,45.487,7.991,34.373,43.04,11.292,2.561,13.838,92.614,374.211,52.484,33.677,92.727,11.524,0,53.758,0.156,0,1.03,0.997,1.0,3.115,9,0,99.0,0.778,1.528,5.554,Normal
EVR_001120,CS_0182,2024-01-04 21:15:00,AC_Level_2,CCS,33.401,55.294,405.32,106.68,26.779,49.941,0.984,26.051,45.035,35.793,42.65,12.105,3.039,35.02,77.728,355.76,63.484,41.654,87.772,28.856,0,45.783,0.084,0,0.892,0.957,0.99,0.831,5,0,92.383,0.24,0.685,4.729,Normal
EVR_001121,CS_0205,2024-01-04 21:20:00,AC_Level_2,CCS,30.98,78.385,388.417,61.999,28.253,50.005,0.899,20.801,64.056,50.539,44.113,11.767,4.601,47.414,83.173,371.205,69.182,35.118,87.944,1.285,0,121.155,1.499,0,0.949,0.995,1.0,2.274,5,0,96.528,6.512,2.28,14.57,Energy_Anomaly
EVR_001122,CS_0245,2024-01-04 21:25:00,DC_Fast,Type_2,32.164,37.28,411.274,57.01,34.281,50.11,0.935,37.673,17.113,40.148,32.251,11.708,1.861,36.591,68.009,393.098,130.523,25.961,88.86,26.196,0,254.284,6.694,6,5.716,0.8,0.978,1.657,6,0,94.867,1.743,0.03,2.104,Cybersecurity_Incident
EVR_001123,CS_0121,2024-01-04 21:30:00,DC_Fast,Type_2,28.832,82.578,413.618,67.84,50.384,49.778,0.898,24.762,26.854,46.39,38.197,11.41,4.055,62.011,81.488,381.034,66.288,31.3,86.991,24.248,0,19.481,0.261,0,0.801,0.995,0.912,1.534,14,0,92.093,11.213,0.838,15.53,Energy_Anomaly
EVR_001124,CS_0259,2024-01-04 21:35:00,DC_Fast,CCS,19.32,79.046,411.709,100.024,25.671,50.306,0.954,18.485,72.962,39.306,32.384,11.14,3.295,9.478,92.605,361.796,97.997,40.499,88.477,15.055,0,52.099,1.614,0,1.607,0.994,0.805,7.155,10,1,91.337,1.0,2.784,3.332,Equipment_Degradation
EVR_001125,CS_0210,2024-01-04 21:40:00,Ultra_Fast,CCS,18.117,56.904,396.069,112.946,17.907,50.053,0.935,24.534,11.218,31.916,36.549,14.652,5.464,10.094,97.084,389.883,62.295,44.752,79.954,47.881,7,51.501,3.308,0,0.983,0.985,0.946,1.838,6,0,93.031,2.134,0.595,2.361,Battery_Anomaly
EVR_001126,CS_0296,2024-01-04 21:45:00,AC_Level_2,CCS,20.648,67.361,432.481,86.519,46.588,50.23,0.947,42.902,41.918,48.483,46.282,7.777,4.305,30.732,91.327,388.502,139.658,37.501,99.49,10.941,0,22.614,0.122,0,1.834,0.962,0.953,1.485,7,5,74.22,0.697,11.145,4.822,Charging_Fault
EVR_001127,CS_0194,2024-01-04 21:50:00,DC_Fast,CCS,24.086,58.419,385.464,92.464,11.189,50.074,0.966,15.941,23.866,36.486,49.611,15.992,4.965,28.117,99.471,362.097,76.867,40.431,87.562,32.986,2,16.591,0.291,1,0.94,0.932,0.897,1.934,8,0,92.148,1.857,3.147,1.988,Normal
EVR_001128,CS_0068,2024-01-04 21:55:00,DC_Fast,CCS,35.668,56.998,391.913,87.376,18.29,50.024,0.906,55.452,112.88,61.267,29.098,14.677,4.393,45.975,69.692,335.407,81.752,32.49,90.169,13.421,0,13.547,1.82,0,9.618,0.964,0.963,2.36,5,0,95.869,1.769,2.916,4.105,Normal
EVR_001129,CS_0114,2024-01-04 22:00:00,AC_Level_2,CCS,14.74,74.518,409.705,90.509,27.709,49.902,0.966,30.37,21.907,47.354,33.827,13.712,5.412,12.719,85.358,366.979,71.714,32.294,88.224,16.125,0,36.089,0.973,0,1.486,0.976,0.851,2.522,5,0,95.014,2.392,1.03,3.339,Normal
EVR_001130,CS_0220,2024-01-04 22:05:00,DC_Fast,CCS,32.288,73.349,399.655,97.077,33.354,50.096,0.985,15.746,66.738,40.866,33.613,7.969,1.547,40.474,69.074,354.256,104.213,34.146,98.798,7.224,0,38.109,1.115,0,3.499,0.987,0.977,1.428,8,1,96.332,0.29,0.403,3.55,Normal
EVR_001131,CS_0220,2024-01-04 22:10:00,DC_Fast,Type_2,24.526,61.905,418.777,89.133,37.86,50.109,0.966,16.729,64.624,35.962,27.638,10.604,3.806,59.438,85.549,334.795,72.671,46.429,70.784,59.976,2,50.538,0.485,0,2.733,1.0,0.958,1.474,8,0,93.178,1.273,0.466,3.048,Battery_Anomaly
EVR_001132,CS_0218,2024-01-04 22:15:00,Ultra_Fast,CCS,32.407,67.803,372.718,71.922,36.972,49.924,0.922,20.228,53.541,46.38,32.676,20.162,4.6,46.913,67.283,423.878,46.757,33.936,90.777,18.706,0,29.279,0.362,0,3.559,0.984,0.887,2.258,10,1,90.72,0.369,1.779,5.284,Normal
EVR_001133,CS_0237,2024-01-04 22:20:00,AC_Level_2,CHAdeMO,39.944,96.355,400.972,75.242,35.633,49.867,0.946,26.35,103.764,44.503,35.643,13.92,6.556,10.471,71.629,333.602,104.984,48.617,93.562,23.241,0,82.225,0.36,1,6.232,0.977,0.955,1.416,7,1,91.835,2.096,0.673,4.645,Normal
EVR_001134,CS_0298,2024-01-04 22:25:00,DC_Fast,CCS,30.358,72.995,385.508,73.071,23.261,50.005,0.943,39.575,44.689,46.025,29.7,7.142,3.155,57.007,97.473,304.667,97.746,33.882,94.145,28.537,0,7.997,0.372,0,3.51,0.955,0.961,2.81,7,1,93.582,1.964,2.743,1.835,Normal
EVR_001135,CS_0094,2024-01-04 22:30:00,Ultra_Fast,Type_2,35.36,52.189,396.297,93.359,26.682,49.931,0.967,12.154,51.788,45.542,42.586,10.734,6.296,37.756,68.554,322.767,68.064,42.797,61.113,75.244,6,9.075,0.063,0,1.334,0.973,0.959,1.712,6,0,94.955,0.895,0.814,4.254,Battery_Anomaly
EVR_001136,CS_0253,2024-01-04 22:35:00,AC_Level_2,CCS,24.301,65.078,399.784,45.969,36.288,49.992,0.979,38.492,115.805,25.825,37.78,10.546,4.748,56.309,94.243,337.596,53.697,30.107,93.275,17.183,0,28.383,0.402,0,1.089,0.983,0.911,2.867,13,1,93.477,1.671,0.52,2.769,Normal
EVR_001137,CS_0215,2024-01-04 22:40:00,AC_Level_2,CCS,24.864,19.587,397.658,81.923,29.256,50.03,0.801,62.027,31.674,38.382,29.792,15.132,3.224,64.09,93.473,346.188,87.147,37.201,85.427,9.728,0,42.728,0.165,0,2.52,0.975,0.952,1.078,9,0,92.232,7.638,1.624,13.965,Energy_Anomaly
EVR_001138,CS_0258,2024-01-04 22:45:00,DC_Fast,CCS,37.005,71.546,388.707,91.508,31.989,49.948,0.999,33.578,57.549,27.932,49.113,13.488,5.514,41.74,82.039,373.707,60.156,24.565,100.0,20.208,0,54.991,0.566,1,1.644,0.952,0.922,1.258,6,0,96.075,1.182,2.153,4.205,Normal
EVR_001139,CS_0240,2024-01-04 22:50:00,AC_Level_2,Type_2,43.722,55.603,402.206,98.114,29.49,49.968,0.948,14.089,68.565,35.115,42.206,11.082,5.137,39.606,75.649,365.903,48.644,35.131,91.694,19.231,0,25.383,0.508,0,1.783,1.0,0.908,1.585,5,0,96.492,1.127,0.383,1.065,Normal
EVR_001140,CS_0214,2024-01-04 22:55:00,DC_Fast,Type_2,34.691,37.055,416.464,111.917,24.323,49.975,0.945,15.722,90.182,25.723,31.004,15.896,5.372,46.426,66.935,362.119,85.352,31.052,93.66,17.712,1,10.682,0.251,0,1.568,0.986,0.985,3.101,8,5,80.254,1.591,14.925,4.136,Charging_Fault
EVR_001141,CS_0098,2024-01-04 23:00:00,AC_Level_2,CHAdeMO,16.338,74.63,394.547,75.515,35.655,50.163,0.981,9.536,16.148,43.566,25.823,9.565,2.633,58.104,81.176,365.257,82.068,21.977,85.048,13.037,0,13.633,0.271,0,9.965,0.971,0.688,5.003,7,1,94.594,1.677,0.535,2.56,Equipment_Degradation
EVR_001142,CS_0016,2024-01-04 23:05:00,Ultra_Fast,CCS,21.476,69.344,422.762,70.64,2.0,50.04,0.935,38.768,47.636,27.38,32.152,12.929,3.353,11.889,92.901,341.125,73.795,39.111,94.169,14.185,0,7.546,0.696,0,2.378,0.992,0.967,0.771,6,0,89.776,1.133,2.79,3.063,Normal
EVR_001143,CS_0154,2024-01-04 23:10:00,DC_Fast,CCS,26.434,68.175,409.202,109.599,27.994,49.942,0.973,27.538,28.329,37.668,38.022,15.719,4.148,11.66,66.659,387.27,48.274,56.189,85.166,61.436,3,35.079,0.34,1,0.829,0.979,0.919,2.608,4,0,93.512,0.517,1.032,3.587,Battery_Anomaly
EVR_001144,CS_0016,2024-01-04 23:15:00,AC_Level_2,Type_2,32.031,82.732,397.286,48.672,27.622,49.992,1.0,35.369,106.584,36.103,40.048,10.713,5.844,14.177,90.411,364.391,38.097,33.105,92.047,22.066,0,47.062,0.035,0,5.998,0.947,0.954,2.091,8,4,78.311,2.053,13.207,3.674,Charging_Fault
EVR_001145,CS_0198,2024-01-04 23:20:00,AC_Level_2,Type_2,24.802,66.632,394.522,87.161,29.136,49.868,0.931,25.161,21.793,45.756,40.432,11.583,6.345,27.168,98.138,370.132,74.244,28.88,88.548,16.254,0,20.273,0.328,0,0.857,0.981,0.909,1.374,4,0,93.514,1.405,2.718,6.067,Normal
EVR_001146,CS_0108,2024-01-04 23:25:00,DC_Fast,CCS,33.179,71.485,406.0,108.002,43.754,49.951,0.775,31.745,64.508,39.278,21.694,13.869,5.276,62.179,73.613,376.622,62.522,36.837,86.041,30.484,0,31.46,0.313,0,0.809,0.961,0.94,1.387,8,0,92.29,7.41,1.892,16.335,Energy_Anomaly
EVR_001147,CS_0023,2024-01-04 23:30:00,AC_Level_2,CCS,21.523,56.905,392.995,112.597,31.547,49.931,0.917,26.521,82.666,62.749,49.954,16.073,4.915,21.85,75.403,367.663,98.381,38.067,90.855,10.819,0,37.242,0.1,1,2.072,0.977,0.842,4.84,8,2,91.386,1.008,2.002,1.971,Equipment_Degradation
EVR_001148,CS_0042,2024-01-04 23:35:00,DC_Fast,Type_2,36.046,78.934,408.875,70.859,45.507,49.96,0.963,51.478,52.218,41.651,29.578,7.046,4.598,10.231,79.107,365.073,71.426,49.879,74.563,59.129,3,55.099,0.419,0,0.65,1.0,0.915,1.588,8,0,95.082,0.04,0.621,1.903,Battery_Anomaly
EVR_001149,CS_0037,2024-01-04 23:40:00,AC_Level_2,CHAdeMO,30.196,55.175,394.281,83.699,29.289,50.097,0.825,29.519,13.614,36.501,31.177,9.582,5.07,58.21,78.998,350.102,49.656,38.379,91.018,10.169,0,19.793,0.775,0,0.796,0.97,0.945,2.186,8,0,89.761,8.038,3.259,15.693,Energy_Anomaly
EVR_001150,CS_0165,2024-01-04 23:45:00,AC_Level_2,CCS,33.852,65.182,390.884,124.078,25.273,49.753,0.889,72.204,56.744,50.025,38.753,8.601,3.926,28.001,80.234,350.63,69.162,16.181,84.349,28.515,0,40.177,0.645,1,8.51,0.963,0.893,1.43,9,1,91.001,6.406,1.753,12.126,Energy_Anomaly
EVR_001151,CS_0116,2024-01-04 23:50:00,AC_Level_2,CCS,16.044,63.847,398.938,49.735,27.984,49.935,0.927,46.266,95.771,23.499,39.731,11.8,4.131,21.442,92.658,352.677,53.864,59.096,67.065,70.018,5,13.507,0.116,0,4.658,0.957,1.0,2.053,11,0,95.133,0.219,2.003,2.615,Battery_Anomaly
EVR_001152,CS_0150,2024-01-04 23:55:00,AC_Level_2,CCS,31.12,68.528,418.976,108.974,42.979,50.154,0.808,37.415,32.659,39.014,32.619,11.42,1.999,62.495,77.908,349.74,80.289,39.711,87.228,20.783,1,33.686,1.257,0,6.614,0.949,0.9,2.692,8,0,95.48,7.18,1.478,14.968,Energy_Anomaly
EVR_001153,CS_0006,2024-01-05 00:00:00,AC_Level_2,CHAdeMO,23.743,61.288,385.573,27.503,39.327,49.909,0.977,26.648,47.551,27.902,45.848,11.517,3.665,21.558,99.003,358.576,90.399,52.676,61.874,67.672,3,47.155,0.299,0,2.927,0.971,0.987,2.483,12,0,95.877,0.405,3.102,0.567,Battery_Anomaly
EVR_001154,CS_0032,2024-01-05 00:05:00,DC_Fast,Type_2,29.105,79.397,383.661,92.786,42.005,50.047,0.943,12.178,52.039,48.097,31.267,12.142,4.432,16.227,65.874,412.789,90.383,42.892,61.186,85.094,4,10.408,0.024,0,1.345,0.974,0.992,1.799,7,0,95.056,0.168,2.203,6.539,Battery_Anomaly
EVR_001155,CS_0145,2024-01-05 00:10:00,DC_Fast,Type_2,25.918,61.872,392.08,58.263,32.685,49.922,0.968,28.275,34.83,38.694,29.356,14.906,3.836,61.471,77.544,361.469,49.571,37.732,74.968,13.34,0,27.619,0.128,0,1.529,0.961,0.951,2.468,8,2,75.869,0.51,15.33,3.52,Charging_Fault
EVR_001156,CS_0294,2024-01-05 00:15:00,DC_Fast,Type_2,23.638,54.44,383.79,93.368,38.525,49.997,0.979,23.877,63.364,55.431,29.04,12.302,2.731,5.651,82.366,363.025,61.015,43.982,96.242,20.672,2,46.366,0.511,0,0.999,0.966,0.684,4.164,4,0,88.594,2.374,0.626,4.645,Equipment_Degradation
EVR_001157,CS_0293,2024-01-05 00:20:00,DC_Fast,Type_2,28.677,58.181,406.259,58.95,22.153,50.098,0.942,31.667,29.861,41.768,36.707,10.216,3.604,21.227,75.024,393.621,87.608,29.897,91.912,0.0,2,22.115,0.455,0,1.085,0.97,0.892,2.222,7,0,92.005,0.003,3.55,5.823,Normal
EVR_001158,CS_0177,2024-01-05 00:25:00,AC_Level_2,CCS,33.513,63.984,398.096,71.373,31.281,50.03,0.794,22.969,85.409,39.4,38.06,13.608,3.33,18.632,97.483,325.809,66.957,27.669,95.932,19.471,0,14.991,0.365,1,1.518,0.941,0.96,2.247,10,1,93.575,9.435,1.692,18.392,Energy_Anomaly
EVR_001159,CS_0177,2024-01-05 00:30:00,AC_Level_2,CCS,38.7,66.152,403.723,65.024,27.289,49.904,0.855,20.303,38.068,39.856,31.726,20.535,6.638,16.832,66.459,358.72,30.817,24.476,94.56,18.611,1,117.33,0.165,0,3.717,0.966,1.0,2.5,6,0,90.857,6.754,2.724,13.289,Energy_Anomaly
EVR_001160,CS_0061,2024-01-05 00:35:00,AC_Level_2,CCS,25.456,48.198,404.045,97.744,40.371,49.705,0.932,48.583,66.606,20.212,30.407,11.656,3.757,18.425,79.757,372.008,89.43,25.743,84.531,15.918,1,16.844,0.014,1,5.389,0.963,0.967,1.509,7,0,93.791,0.482,1.477,4.297,Normal
EVR_001161,CS_0077,2024-01-05 00:40:00,DC_Fast,Type_2,36.449,60.757,394.273,95.229,33.062,49.766,0.904,36.533,162.978,46.409,44.753,10.439,5.145,39.937,67.552,359.561,105.688,28.436,85.224,27.877,0,8.891,0.198,0,1.596,0.994,0.58,4.681,6,0,91.72,1.636,4.113,3.924,Equipment_Degradation
EVR_001162,CS_0086,2024-01-05 00:45:00,DC_Fast,CHAdeMO,37.8,78.004,389.835,114.293,22.801,49.963,0.937,19.254,19.424,41.084,33.961,17.267,5.735,6.677,67.045,377.272,88.473,35.034,94.585,19.899,0,13.8,0.132,0,6.73,1.0,0.979,1.312,7,0,89.897,0.881,1.432,4.443,Normal
EVR_001163,CS_0191,2024-01-05 00:50:00,DC_Fast,Type_2,22.112,55.856,418.724,46.295,19.241,50.138,0.944,25.283,70.356,20.577,28.236,11.929,6.096,35.275,86.242,411.711,63.488,34.795,86.633,13.581,1,30.144,2.061,0,3.336,0.969,0.942,1.711,8,1,88.184,2.466,1.784,4.125,Normal
EVR_001164,CS_0007,2024-01-05 00:55:00,DC_Fast,CHAdeMO,30.967,80.706,403.837,64.868,26.889,50.052,0.994,21.666,43.297,54.322,29.431,5.471,6.364,37.705,79.63,431.065,60.918,38.584,84.108,19.511,0,17.792,0.642,0,3.308,0.959,0.604,6.623,9,1,93.535,0.744,1.716,4.674,Equipment_Degradation
EVR_001165,CS_0085,2024-01-05 01:00:00,AC_Level_2,CCS,34.799,59.607,377.858,86.3,22.391,50.051,0.944,21.956,99.924,43.188,34.678,10.632,1.841,39.908,95.712,385.054,82.673,32.902,92.788,0.0,0,15.125,0.033,0,9.488,0.969,0.924,2.589,8,1,95.162,1.064,1.98,3.076,Normal
EVR_001166,CS_0262,2024-01-05 01:05:00,Ultra_Fast,CCS,27.418,64.482,399.184,113.594,47.062,49.921,0.962,42.694,60.302,53.697,20.392,12.196,4.293,23.785,81.163,346.943,64.563,21.14,95.807,27.306,0,35.125,0.002,0,3.06,0.982,0.736,5.559,10,0,95.281,1.625,0.978,2.9,Equipment_Degradation
EVR_001167,CS_0259,2024-01-05 01:10:00,Ultra_Fast,Type_2,28.45,72.811,388.032,71.439,40.396,49.891,0.849,26.529,26.629,40.94,37.784,14.984,7.356,36.816,98.056,336.721,95.062,27.216,88.326,14.013,1,34.079,0.421,0,2.202,0.96,0.958,2.23,4,0,89.611,10.0,0.454,11.046,Energy_Anomaly
EVR_001168,CS_0047,2024-01-05 01:15:00,AC_Level_2,CCS,32.755,98.0,404.77,106.989,28.12,50.018,0.936,86.758,22.243,29.341,34.062,11.311,6.734,15.791,74.314,338.998,78.358,37.005,90.526,12.61,0,21.705,1.589,0,0.724,0.965,1.0,1.859,10,0,95.559,1.305,0.092,4.979,Normal
EVR_001169,CS_0094,2024-01-05 01:20:00,DC_Fast,Type_2,28.999,58.312,411.716,107.411,33.703,50.034,0.959,18.949,26.792,41.337,36.045,13.833,4.527,49.539,86.412,394.852,79.037,29.369,96.353,13.855,1,65.105,0.124,0,4.021,0.998,0.928,1.429,7,0,90.311,1.702,2.61,3.547,Normal
EVR_001170,CS_0224,2024-01-05 01:25:00,DC_Fast,CCS,28.357,56.405,391.61,87.925,36.173,50.179,1.0,16.903,50.842,39.421,44.08,13.059,1.94,33.62,85.456,370.173,60.707,32.885,96.926,10.626,0,64.231,0.791,0,8.594,0.982,0.93,2.58,4,0,95.561,0.35,0.683,4.448,Normal
EVR_001171,CS_0279,2024-01-05 01:30:00,DC_Fast,CCS,24.434,85.351,408.904,84.52,34.194,49.908,0.976,16.756,34.567,24.352,45.969,7.166,3.338,32.541,82.835,334.502,75.178,36.427,94.141,25.556,1,21.284,0.476,1,1.204,0.956,0.998,1.21,8,4,71.965,0.747,8.279,4.336,Charging_Fault
EVR_001172,CS_0003,2024-01-05 01:35:00,Ultra_Fast,CCS,25.006,60.679,414.153,69.153,24.447,49.954,0.964,37.941,40.333,27.498,33.333,10.97,4.387,14.945,65.426,364.782,91.982,23.123,99.676,18.386,0,221.974,6.778,6,2.781,0.679,0.987,1.035,5,1,88.735,1.571,1.596,3.988,Cybersecurity_Incident
EVR_001173,CS_0129,2024-01-05 01:40:00,DC_Fast,Type_2,24.464,65.859,403.083,51.354,23.373,50.037,0.963,41.171,72.878,38.142,36.172,12.305,4.437,40.117,88.518,343.244,105.569,33.707,93.534,24.97,0,10.93,0.327,0,4.063,0.985,0.981,1.396,12,4,74.344,3.952,10.139,3.804,Charging_Fault
EVR_001174,CS_0249,2024-01-05 01:45:00,DC_Fast,CCS,26.401,68.628,391.342,80.139,21.581,49.812,0.939,37.096,57.585,37.173,49.039,8.373,2.428,16.073,89.448,364.246,60.163,42.887,91.092,17.877,0,42.916,0.081,0,2.199,1.0,0.894,1.544,5,1,92.536,1.393,4.735,3.548,Normal
EVR_001175,CS_0229,2024-01-05 01:50:00,DC_Fast,CCS,28.496,53.176,418.292,66.753,30.265,50.091,0.998,12.513,96.446,45.627,25.166,9.111,2.237,36.133,71.65,383.42,95.893,32.226,92.949,26.671,0,21.512,0.356,0,7.943,0.982,0.959,2.779,10,5,84.86,2.415,9.906,2.568,Charging_Fault
EVR_001176,CS_0131,2024-01-05 01:55:00,AC_Level_2,CCS,24.857,57.402,418.366,79.576,32.907,50.009,0.965,20.228,40.743,47.834,41.423,8.295,5.063,51.396,83.48,375.822,39.645,33.703,100.0,17.407,0,37.233,0.036,1,0.628,0.979,0.958,2.476,3,0,95.148,0.683,1.565,3.446,Normal
EVR_001177,CS_0228,2024-01-05 02:00:00,AC_Level_2,CCS,22.779,30.186,399.539,64.944,36.312,49.927,0.965,20.725,27.916,55.063,42.375,8.728,4.159,40.965,68.911,385.379,64.695,35.455,93.904,29.042,0,33.023,1.239,0,3.552,0.982,0.778,5.096,10,0,92.012,0.273,1.078,2.839,Equipment_Degradation
EVR_001178,CS_0177,2024-01-05 02:05:00,AC_Level_2,CHAdeMO,22.942,67.155,400.39,86.403,31.438,49.932,0.965,21.202,67.211,25.794,31.101,5.419,4.086,22.266,92.831,341.742,87.75,36.954,92.355,27.761,1,17.108,0.692,0,2.832,1.0,0.972,2.529,5,0,93.744,1.392,0.778,3.665,Normal
EVR_001179,CS_0031,2024-01-05 02:10:00,AC_Level_2,Type_2,28.871,31.556,403.302,62.216,24.85,49.95,0.98,22.115,40.067,58.51,48.636,13.732,2.408,45.682,87.246,349.921,95.667,32.679,86.61,8.133,0,20.117,0.028,0,3.131,0.998,0.742,5.518,7,0,92.334,0.52,2.258,4.336,Equipment_Degradation
EVR_001180,CS_0066,2024-01-05 02:15:00,Ultra_Fast,Type_2,18.29,80.889,395.111,94.66,28.46,50.119,0.948,28.718,119.039,42.924,44.978,9.0,3.79,14.44,76.907,345.302,78.07,31.496,94.735,28.193,1,53.383,0.569,0,0.343,0.994,0.986,2.091,5,1,89.94,1.497,1.348,4.623,Normal
EVR_001181,CS_0206,2024-01-05 02:20:00,AC_Level_2,CCS,34.931,73.238,397.431,68.985,26.889,49.863,0.938,48.098,65.219,30.88,32.943,13.615,4.62,55.293,84.098,349.238,73.687,32.024,78.132,17.893,0,297.903,10.066,5,4.09,0.628,0.919,1.32,8,0,90.769,1.217,1.582,6.413,Cybersecurity_Incident
EVR_001182,CS_0101,2024-01-05 02:25:00,Ultra_Fast,Type_2,37.815,58.705,392.074,80.735,34.526,49.95,0.924,15.787,37.126,26.995,33.12,12.931,6.499,9.181,73.599,363.786,62.597,29.612,94.305,22.635,0,52.416,0.184,0,1.634,0.923,0.985,2.598,8,0,91.362,1.009,1.819,4.951,Normal
EVR_001183,CS_0031,2024-01-05 02:30:00,DC_Fast,CCS,37.925,80.37,414.572,68.776,28.615,50.073,0.951,8.506,81.878,24.437,40.741,9.556,6.483,55.587,99.441,366.777,89.542,49.477,91.577,28.32,1,18.18,0.216,0,1.818,0.969,1.0,2.215,7,5,85.59,1.107,10.847,4.142,Charging_Fault
EVR_001184,CS_0191,2024-01-05 02:35:00,DC_Fast,CCS,26.643,80.135,380.307,85.978,32.047,49.953,0.946,37.362,65.527,43.541,36.384,16.473,5.773,10.009,96.95,367.929,99.668,35.0,85.894,31.584,1,141.013,8.299,12,3.039,0.657,0.975,0.766,7,0,90.744,3.389,2.595,4.726,Cybersecurity_Incident
EVR_001185,CS_0066,2024-01-05 02:40:00,AC_Level_2,CHAdeMO,25.253,57.522,394.069,58.737,25.975,50.012,1.0,20.915,55.249,41.066,37.684,7.95,1.205,62.11,83.145,343.848,47.259,26.802,88.694,10.99,0,33.403,0.438,0,2.78,0.965,0.911,1.926,8,0,94.447,2.206,3.916,6.123,Normal
EVR_001186,CS_0235,2024-01-05 02:45:00,AC_Level_2,CCS,24.89,47.135,411.947,82.935,26.635,49.935,0.94,22.534,42.304,37.915,32.285,13.297,5.421,48.851,86.34,372.297,108.561,36.9,95.517,16.979,0,154.932,9.565,14,2.841,0.717,0.98,1.322,3,0,90.762,1.648,0.686,4.781,Cybersecurity_Incident
EVR_001187,CS_0278,2024-01-05 02:50:00,AC_Level_2,Type_2,22.107,67.794,400.205,92.166,18.102,49.909,0.974,78.006,31.856,25.336,39.462,15.067,4.511,33.158,76.167,385.086,91.726,56.747,60.971,61.525,2,44.39,0.83,0,1.496,0.964,0.944,1.865,11,0,95.123,1.101,3.936,5.143,Battery_Anomaly
EVR_001188,CS_0202,2024-01-05 02:55:00,Ultra_Fast,CHAdeMO,33.889,84.741,386.699,100.171,26.385,50.033,0.928,21.676,66.483,48.677,36.469,10.776,3.875,59.277,67.985,383.293,74.404,34.074,99.83,18.467,0,86.815,0.4,0,3.586,0.966,1.0,2.118,13,0,94.163,1.531,3.101,2.456,Normal
EVR_001189,CS_0225,2024-01-05 03:00:00,Ultra_Fast,CCS,15.52,68.851,393.776,81.652,23.146,50.278,0.98,7.897,29.306,42.932,39.608,10.541,2.868,62.406,82.296,309.004,50.936,37.928,89.396,8.327,1,82.444,0.422,0,3.758,0.961,0.922,1.705,10,1,97.479,2.166,2.209,4.478,Normal
EVR_001190,CS_0083,2024-01-05 03:05:00,AC_Level_2,CHAdeMO,25.303,61.426,417.409,91.443,26.753,50.101,0.98,54.872,38.119,50.926,43.866,11.96,4.269,16.479,98.996,380.977,95.638,53.299,77.75,63.936,3,60.161,0.058,0,2.048,0.983,0.941,1.339,5,1,94.329,1.562,0.177,8.551,Battery_Anomaly
EVR_001191,CS_0046,2024-01-05 03:10:00,AC_Level_2,CHAdeMO,24.933,60.495,414.341,108.318,39.318,50.14,0.929,27.721,72.816,36.372,34.706,12.059,4.025,64.082,99.069,348.664,77.193,28.356,86.542,11.631,0,24.985,1.393,0,2.606,0.953,0.894,1.384,7,0,88.221,0.445,2.335,5.486,Normal
EVR_001192,CS_0089,2024-01-05 03:15:00,DC_Fast,CCS,25.854,60.387,397.915,64.427,29.323,49.929,0.946,33.557,28.843,37.558,37.552,11.36,4.248,36.27,87.572,322.209,118.464,37.534,90.043,22.404,0,13.702,0.38,0,5.672,0.983,0.93,2.531,17,2,83.94,0.794,14.918,5.618,Charging_Fault
EVR_001193,CS_0186,2024-01-05 03:20:00,AC_Level_2,CCS,24.963,31.652,386.64,51.142,34.489,49.937,0.967,28.075,71.272,37.76,39.647,8.745,0.965,45.421,97.42,363.179,89.205,30.837,87.06,19.147,0,24.437,0.272,1,3.912,0.973,0.966,1.602,11,0,92.856,1.757,1.966,2.269,Normal
EVR_001194,CS_0189,2024-01-05 03:25:00,DC_Fast,CCS,30.017,82.242,411.121,110.04,38.012,50.003,0.966,20.104,97.674,44.315,28.544,11.711,5.582,58.13,66.365,391.172,69.758,39.647,94.166,19.79,0,38.774,1.508,0,0.432,0.986,0.943,1.859,7,6,76.41,1.054,9.248,3.492,Charging_Fault
