date,start_hour,city,station_id,charger_kw,session_minutes,energy_kwh,price_per_kwh,session_cost,grid_load_mw,peak_hour
2024-07-20,16,Helsinki,ST0369,50,43,24.85,0.28,6.96,4921.51,0
2021-04-24,21,Phoenix,ST0101,22,77,29.15,0.24,7.0,4277.13,1
2020-07-31,4,Berlin,ST0292,11,52,23.77,0.18,4.28,4796.83,0
2023-08-08,17,Oslo,ST0336,150,67,26.47,0.17,4.5,5440.97,1
2021-10-14,16,Boston,ST0391,50,55,22.21,0.17,3.78,4950.94,0
2025-03-13,18,Singapore,ST0252,50,54,23.14,0.09,2.08,4736.16,1
2019-11-21,21,Singapore,ST0408,22,39,21.45,0.29,6.22,4649.81,1
2019-11-25,10,Phoenix,ST0369,100,41,20.5,0.15,3.07,4694.31,0
2023-06-24,20,San Francisco,ST0470,100,44,24.81,0.35,8.69,4827.82,1
2025-03-13,19,New York,ST0269,7,34,17.85,0.18,3.21,4712.01,1
2018-11-01,19,Osaka,ST0025,7,91,25.34,0.19,4.81,4949.8,1
2022-08-17,19,Phoenix,ST0432,150,50,30.42,0.08,2.43,3808.22,1
2020-08-05,15,Chicago,ST0363,11,66,18.09,0.08,1.45,5157.96,0
2018-02-07,19,Seattle,ST0259,50,23,15.83,0.15,2.37,4998.6,1
2022-03-09,14,New York,ST0317,150,54,10.21,0.16,1.63,4257.8,0
2025-06-24,16,Dublin,ST0468,50,34,26.07,0.09,2.35,4947.02,0
2025-05-24,20,Amsterdam,ST0009,7,82,25.43,0.24,6.1,4099.79,1
2023-12-20,6,Oslo,ST0211,7,61,25.29,0.3,7.59,4034.47,0
2018-03-10,20,Stockholm,ST0370,22,82,29.94,0.24,7.19,5024.03,1
2024-01-04,10,Miami,ST0009,100,72,23.59,0.26,6.13,4012.83,0
2025-10-29,12,Osaka,ST0221,11,73,25.02,0.32,8.01,4800.98,0
2019-03-15,8,Houston,ST0269,11,62,22.49,0.27,6.07,4762.57,0
2020-09-14,10,Seattle,ST0318,100,48,34.74,0.25,8.69,4810.21,0
2020-10-30,23,Paris,ST0137,50,49,24.93,0.14,3.49,5176.63,0
2018-11-20,23,Paris,ST0492,50,28,28.48,0.21,5.98,4630.05,0
2023-02-24,22,Helsinki,ST0125,150,39,26.48,0.2,5.3,5016.0,0
2020-07-14,20,Miami,ST0351,7,50,14.02,0.14,1.96,5420.79,1
2025-05-01,17,Tokyo,ST0389,7,34,15.29,0.14,2.14,3890.25,1
2019-01-18,17,Berlin,ST0195,50,33,17.13,0.22,3.77,5090.49,1
2024-03-13,23,Amsterdam,ST0029,150,14,25.48,0.29,7.39,4672.36,0
2018-02-08,19,Seoul,ST0088,7,35,23.13,0.33,7.63,5275.32,1
2023-08-10,20,Madrid,ST0331,22,36,14.9,0.21,3.13,5562.9,1
2024-05-06,10,Houston,ST0459,100,23,21.39,0.15,3.21,4389.3,0
2018-06-24,15,Denver,ST0109,150,17,15.17,0.27,4.1,4206.99,0
2024-05-10,10,Amsterdam,ST0139,7,32,25.5,0.21,5.35,4569.71,0
2018-11-01,18,Osaka,ST0474,22,10,21.67,0.25,5.42,4742.04,1
2024-02-03,23,Helsinki,ST0337,7,22,26.28,0.23,6.04,4896.84,0
2020-01-05,17,London,ST0009,11,42,29.14,0.14,4.08,4575.31,1
2024-08-01,23,Phoenix,ST0386,150,33,26.46,0.34,9.0,4864.95,0
2022-06-20,21,Chicago,ST0154,11,21,24.29,0.23,5.59,5253.69,1
2024-04-28,14,Denver,ST0291,50,11,21.84,0.08,1.75,4708.67,0
2025-08-05,22,Oslo,ST0170,50,48,33.5,0.29,9.72,4747.06,0
2019-07-28,18,Seoul,ST0371,7,44,15.37,0.15,2.31,4641.1,1
2023-08-14,7,Singapore,ST0499,22,45,22.15,0.1,2.22,4930.72,0
2018-08-08,21,Houston,ST0224,11,49,22.26,0.26,5.79,5349.15,1
2018-11-08,19,London,ST0310,100,28,22.74,0.3,6.82,4672.66,1
2024-09-05,23,Berlin,ST0497,22,34,22.24,0.17,3.78,5160.6,0
2018-05-02,9,Tokyo,ST0140,50,34,16.62,0.23,3.82,5243.7,0
2023-07-03,21,Denver,ST0183,100,10,29.41,0.24,7.06,4649.39,1
2022-03-18,18,Madrid,ST0096,150,48,20.43,0.23,4.7,4637.97,1
2024-07-27,15,Osaka,ST0195,7,31,14.56,0.23,3.35,5150.88,0
2024-12-08,20,Miami,ST0409,11,61,26.94,0.18,4.85,5427.6,1
2025-12-30,11,Chicago,ST0043,22,26,16.3,0.3,4.89,5256.59,0
2019-09-24,20,Berlin,ST0365,150,66,21.52,0.24,5.17,4923.51,1
2019-09-24,22,Singapore,ST0200,22,42,21.12,0.26,5.49,5462.55,0
2022-01-17,14,Houston,ST0047,7,43,17.87,0.08,1.43,4951.7,0
2021-06-16,21,Rome,ST0185,22,50,14.25,0.2,2.85,3867.83,1
2019-02-23,23,Phoenix,ST0045,11,23,27.04,0.29,7.84,4617.85,0
2022-11-01,12,Rome,ST0286,100,52,20.02,0.23,4.6,4578.66,0
2023-09-30,9,Madrid,ST0053,7,10,20.33,0.18,3.66,4484.79,0
2019-01-03,21,Paris,ST0284,7,68,24.8,0.2,4.96,5269.26,1
2024-09-11,11,Dublin,ST0402,22,49,26.64,0.27,7.19,3858.18,0
2022-04-27,14,Los Angeles,ST0150,50,27,21.74,0.25,5.43,5615.31,0
2022-05-08,15,Sydney,ST0044,150,35,27.95,0.24,6.71,5545.62,0
2024-04-10,19,Denver,ST0293,100,21,13.85,0.11,1.52,5266.44,1
2019-11-26,23,Osaka,ST0195,11,81,31.94,0.3,9.58,4797.73,0
2019-07-23,12,Boston,ST0155,22,62,27.53,0.23,6.33,5043.8,0
2023-07-13,19,Phoenix,ST0033,11,70,32.87,0.26,8.55,5434.4,1
2022-11-16,20,Boston,ST0216,22,35,25.98,0.12,3.12,5530.88,1
2023-06-07,12,Chicago,ST0185,22,50,19.77,0.26,5.14,4802.13,0
2020-10-07,10,Singapore,ST0321,50,53,21.47,0.28,6.01,4786.54,0
2024-08-29,19,Dublin,ST0101,50,25,18.05,0.19,3.43,5380.56,1
2019-03-15,23,Phoenix,ST0156,7,28,26.74,0.08,2.14,4469.88,0
2022-06-09,13,London,ST0431,100,17,12.12,0.25,3.03,4701.45,0
2022-04-06,19,London,ST0226,22,58,26.29,0.27,7.1,4950.39,1
2022-10-30,12,Tokyo,ST0499,100,66,22.97,0.15,3.45,4742.94,0
2019-07-12,13,Miami,ST0165,100,36,24.04,0.24,5.77,4407.25,0
2025-10-18,15,Seattle,ST0246,22,66,28.4,0.37,10.51,5503.67,0
2019-12-29,23,Berlin,ST0496,22,17,23.86,0.22,5.25,4779.95,0
2021-04-08,18,Singapore,ST0356,150,63,28.06,0.16,4.49,5343.49,1
2023-07-05,14,Helsinki,ST0401,11,49,22.36,0.2,4.47,5252.57,0
2021-08-27,12,Berlin,ST0144,50,83,18.85,0.18,3.39,5000.52,0
2022-02-04,20,Houston,ST0478,100,42,22.75,0.25,5.69,4875.48,1
2020-03-29,23,Helsinki,ST0280,11,61,29.68,0.15,4.45,5039.04,0
2025-08-24,16,Sydney,ST0282,7,24,22.68,0.18,4.08,5238.43,0
2023-03-06,12,Seoul,ST0108,50,79,23.0,0.24,5.52,5227.92,0
2021-04-08,15,Seoul,ST0036,50,62,19.29,0.32,6.17,4884.25,0
2025-07-19,15,Amsterdam,ST0072,150,39,26.72,0.18,4.81,4532.22,0
2021-05-25,16,Denver,ST0130,150,21,29.62,0.18,5.33,5354.3,0
2019-09-24,19,Seoul,ST0217,50,25,20.97,0.27,5.66,4869.75,1
2018-10-30,23,Rome,ST0307,50,65,30.39,0.19,5.77,4541.66,0
2024-07-12,14,Berlin,ST0274,100,48,26.49,0.08,2.12,4881.9,0
2025-10-04,18,Madrid,ST0279,7,39,29.14,0.25,7.28,5631.64,1
2022-01-12,16,Seoul,ST0459,100,63,33.74,0.31,10.46,4408.87,0
2024-08-29,16,Tokyo,ST0469,7,38,25.01,0.27,6.75,4500.58,0
2019-03-24,18,Sydney,ST0128,150,10,26.41,0.18,4.75,4993.57,1
2025-06-15,16,Paris,ST0086,150,67,11.85,0.22,2.61,4814.5,0
2024-11-14,15,New York,ST0289,150,79,23.04,0.27,6.22,5070.3,0
2025-08-06,23,Tokyo,ST0205,22,31,18.06,0.3,5.42,5244.88,0
2022-10-30,10,Houston,ST0006,7,34,24.01,0.28,6.72,4456.43,0
2020-11-25,3,Denver,ST0262,150,55,18.5,0.08,1.48,3217.83,0
2023-10-26,22,Oslo,ST0298,150,47,22.51,0.32,7.2,5348.71,0
2024-06-14,23,Denver,ST0229,22,17,19.87,0.11,2.19,4924.78,0
2022-05-22,16,Rome,ST0396,150,57,25.07,0.26,6.52,5271.99,0
2024-08-07,23,Seoul,ST0257,11,38,17.85,0.24,4.29,4630.28,0
2021-11-13,23,Los Angeles,ST0248,7,39,19.85,0.19,3.77,5398.62,0
2021-04-25,17,Madrid,ST0472,7,32,30.17,0.16,4.83,4978.45,1
2019-04-21,21,Singapore,ST0073,22,12,21.84,0.15,3.28,5418.76,1
2021-07-01,13,London,ST0234,11,58,30.49,0.28,8.54,5007.61,0
2023-11-05,16,Amsterdam,ST0179,50,33,29.32,0.17,4.98,4418.73,0
2019-02-04,21,Rome,ST0370,150,29,16.73,0.12,2.01,4745.46,1
2023-01-28,17,London,ST0035,22,49,28.64,0.26,7.45,4859.11,1
2018-07-03,17,Seoul,ST0059,7,55,30.96,0.23,7.12,4729.29,1
2021-11-06,13,Tokyo,ST0056,150,16,23.25,0.26,6.05,5141.69,0
2019-11-05,17,Singapore,ST0125,100,73,24.34,0.29,7.06,4917.99,1
2019-12-16,14,Oslo,ST0082,22,56,26.77,0.24,6.42,4927.71,0
2024-04-12,17,Madrid,ST0491,50,92,34.96,0.27,9.44,5035.74,1
2020-08-07,23,Berlin,ST0323,11,55,24.73,0.2,4.95,5018.47,0
2020-02-03,2,Tokyo,ST0337,50,49,21.44,0.33,7.07,4635.42,0
2022-06-09,12,Los Angeles,ST0378,100,44,18.05,0.25,4.51,4957.67,0
2020-03-19,22,Rome,ST0304,50,29,21.65,0.12,2.6,5377.35,0
2022-05-12,20,Los Angeles,ST0361,11,54,24.49,0.25,6.12,5800.12,1
2020-04-22,16,Boston,ST0386,150,47,18.21,0.16,2.91,4941.74,0
2018-09-14,23,Helsinki,ST0053,100,39,21.5,0.19,4.09,4778.62,0
2020-02-05,19,Paris,ST0167,11,15,26.2,0.17,4.45,5345.77,1
2023-02-18,11,Houston,ST0135,150,58,28.32,0.25,7.08,4336.06,0
2023-06-28,19,Stockholm,ST0495,150,21,19.26,0.29,5.58,5355.38,1
2021-07-07,18,Dublin,ST0199,100,25,24.23,0.22,5.33,3796.75,1
2022-05-27,21,Helsinki,ST0059,22,44,29.29,0.14,4.1,3448.82,1
2021-12-12,19,Rome,ST0317,11,50,15.55,0.15,2.33,6319.8,1
2025-07-22,16,Seoul,ST0410,22,59,21.83,0.08,1.75,4822.18,0
2024-11-21,16,Helsinki,ST0044,150,37,21.87,0.24,5.25,4832.41,0
2019-07-03,11,London,ST0061,11,54,14.73,0.08,1.18,5148.52,0
2021-06-04,20,Houston,ST0094,22,43,16.18,0.17,2.75,4833.36,1
2025-10-11,10,Phoenix,ST0262,50,30,24.86,0.32,7.96,4589.73,0
2022-09-10,21,Dublin,ST0071,100,10,22.5,0.16,3.6,5163.66,1
2022-04-21,16,Madrid,ST0096,50,71,22.15,0.26,5.76,4768.84,0
2025-02-16,17,Oslo,ST0356,150,41,18.69,0.22,4.11,4883.44,1
2019-12-11,19,Oslo,ST0086,50,46,27.51,0.28,7.7,4464.73,1
2021-03-29,22,Phoenix,ST0096,22,21,23.46,0.26,6.1,4078.18,0
2023-01-22,18,Dublin,ST0028,22,35,18.41,0.31,5.71,4606.79,1
2018-02-09,13,Amsterdam,ST0070,11,46,26.95,0.21,5.66,5450.98,0
2022-04-22,20,Oslo,ST0259,150,10,16.55,0.18,2.98,5205.89,1
2023-07-21,4,Madrid,ST0351,50,95,32.06,0.23,7.37,5299.0,0
2022-08-30,23,Seoul,ST0431,50,62,30.18,0.23,6.94,5009.97,0
2023-06-25,15,San Francisco,ST0043,100,28,17.92,0.13,2.33,4833.76,0
2018-05-07,9,Sydney,ST0113,22,48,23.58,0.23,5.42,4513.25,0
2018-05-14,23,Boston,ST0116,100,72,20.42,0.24,4.9,4737.67,0
2021-03-28,12,San Francisco,ST0400,50,18,22.32,0.17,3.79,5313.2,0
2024-05-05,22,Singapore,ST0396,50,72,22.38,0.25,5.59,5345.74,0
2024-03-01,15,Stockholm,ST0058,100,29,29.53,0.24,7.09,5236.09,0
2019-04-13,13,Boston,ST0397,100,20,17.55,0.21,3.69,4298.1,0
2022-02-11,17,Oslo,ST0422,7,11,13.72,0.27,3.7,5196.77,1
2022-12-13,16,Oslo,ST0112,50,24,15.74,0.19,2.99,5205.23,0
2019-02-24,22,Singapore,ST0425,150,35,16.43,0.24,3.94,4593.96,0
2020-10-10,15,Miami,ST0448,7,71,30.66,0.23,7.05,4286.66,0
2023-01-17,19,Boston,ST0179,7,66,24.04,0.31,7.45,5622.54,1
2022-12-04,23,Houston,ST0398,11,51,27.06,0.32,8.66,5291.92,0
2020-05-09,15,Singapore,ST0302,150,36,23.51,0.13,3.06,4822.42,0
2021-12-07,23,Seoul,ST0313,150,10,26.87,0.3,8.06,4837.61,0
2022-10-20,20,San Francisco,ST0316,11,45,29.55,0.29,8.57,4318.16,1
2020-04-26,20,Seattle,ST0413,7,40,23.21,0.17,3.95,5866.93,1
2024-05-24,23,Paris,ST0273,22,30,14.93,0.19,2.84,5236.96,0
2024-09-10,19,Oslo,ST0087,22,70,30.35,0.29,8.8,5164.83,1
2025-11-23,11,Miami,ST0149,100,41,28.22,0.22,6.21,5084.43,0
2020-12-31,16,Stockholm,ST0461,150,24,20.26,0.24,4.86,4573.21,0
2019-01-26,16,Phoenix,ST0493,50,26,26.72,0.2,5.34,5653.24,0
2018-08-31,23,Boston,ST0444,150,43,18.12,0.08,1.45,4296.45,0
2019-06-04,11,Seoul,ST0444,11,72,27.22,0.25,6.8,3718.67,0
2020-10-19,12,Phoenix,ST0365,22,62,26.87,0.21,5.64,5129.92,0
2020-10-10,23,Sydney,ST0432,150,40,23.15,0.23,5.32,6248.64,0
2022-05-28,7,Amsterdam,ST0073,100,58,24.39,0.26,6.34,4408.86,0
2025-02-03,17,Boston,ST0322,50,59,40.64,0.28,11.38,4578.55,1
2022-03-17,15,Rome,ST0039,150,35,13.22,0.2,2.64,5219.3,0
2019-01-17,11,Berlin,ST0264,150,65,28.24,0.17,4.8,4762.19,0
2021-02-13,23,Seoul,ST0480,22,59,25.12,0.2,5.02,5098.8,0
2023-02-06,15,Amsterdam,ST0168,100,10,29.41,0.23,6.76,5116.72,0
2018-01-11,17,Sydney,ST0434,150,30,20.67,0.11,2.27,6061.22,1
2019-01-17,11,Singapore,ST0498,50,24,18.68,0.31,5.79,4801.97,0
2025-02-13,11,Osaka,ST0358,22,70,30.06,0.26,7.81,5198.09,0
2018-09-17,23,Oslo,ST0204,11,88,25.13,0.33,8.29,5252.09,0
2022-10-26,20,Seattle,ST0254,22,11,18.47,0.16,2.95,5387.9,1
2021-08-15,23,Miami,ST0173,100,10,19.09,0.3,5.73,4943.02,0
2024-06-25,21,Phoenix,ST0290,50,52,25.95,0.2,5.19,4415.5,1
2021-11-08,12,Osaka,ST0391,7,59,25.18,0.21,5.29,4628.76,0
2018-07-08,16,Houston,ST0321,50,65,24.12,0.13,3.14,5288.32,0
2018-03-08,16,Houston,ST0476,11,45,31.44,0.22,6.92,5090.34,0
2022-12-13,12,Rome,ST0001,50,40,25.85,0.11,2.84,4943.81,0
2020-04-08,18,Seoul,ST0466,11,45,28.59,0.24,6.86,5713.38,1
2025-04-16,13,Miami,ST0082,22,47,24.06,0.15,3.61,5334.4,0
2019-01-18,23,Tokyo,ST0185,22,44,25.81,0.23,5.94,4706.43,0
2018-12-04,8,Paris,ST0341,150,30,14.64,0.34,4.98,4661.01,0
2019-11-09,16,New York,ST0203,150,62,19.83,0.17,3.37,4933.36,0
2021-06-05,23,Singapore,ST0359,11,55,25.84,0.23,5.94,5263.48,0
2022-10-25,19,Tokyo,ST0047,150,24,21.11,0.14,2.96,5004.98,1
2019-01-25,15,Los Angeles,ST0110,50,95,29.2,0.12,3.5,4849.71,0
2018-11-16,20,Phoenix,ST0304,11,78,24.41,0.11,2.69,5406.07,1
2023-10-29,11,Osaka,ST0228,7,36,21.03,0.22,4.63,5148.71,0
2018-02-03,14,Seoul,ST0176,7,39,22.61,0.23,5.2,4919.35,0
2022-09-26,20,Seoul,ST0068,50,61,27.28,0.25,6.82,4218.02,1
2018-10-18,18,Denver,ST0197,7,54,28.12,0.17,4.78,4642.98,1
2019-02-24,15,Houston,ST0161,22,55,29.77,0.19,5.66,5373.06,0
2021-05-10,18,Phoenix,ST0196,11,42,21.98,0.27,5.94,5110.72,1
2025-03-12,23,Osaka,ST0074,7,27,23.83,0.18,4.29,4620.68,0
2023-12-13,17,Helsinki,ST0005,100,47,38.23,0.21,8.03,4427.83,1
2025-04-16,19,San Francisco,ST0226,22,10,18.74,0.22,4.12,5352.26,1
2020-05-22,22,Tokyo,ST0384,11,34,21.33,0.17,3.63,4461.28,0
2022-08-14,19,Dublin,ST0352,50,19,18.21,0.15,2.73,5227.67,1
2020-06-08,23,Chicago,ST0460,7,18,10.89,0.21,2.29,5011.43,0
2019-07-28,19,Sydney,ST0064,100,36,21.32,0.25,5.33,5485.48,1
2022-04-22,8,Paris,ST0494,50,37,23.51,0.16,3.76,5619.62,0
2021-07-12,14,Phoenix,ST0127,22,44,26.06,0.18,4.69,3960.95,0
2025-03-25,15,Chicago,ST0128,100,65,24.12,0.16,3.86,5359.3,0
2024-09-27,16,Dublin,ST0370,100,34,22.83,0.27,6.16,6102.17,0
2021-03-13,22,Sydney,ST0482,150,68,23.63,0.15,3.54,5065.69,0
2018-04-20,18,Osaka,ST0449,22,23,19.88,0.25,4.97,5119.73,1
2020-04-21,20,Stockholm,ST0311,100,50,21.46,0.18,3.86,4386.38,1
2020-02-12,23,Singapore,ST0201,22,45,22.28,0.15,3.34,6516.93,0
2025-03-31,12,New York,ST0402,11,36,24.4,0.26,6.34,5316.56,0
2023-07-21,23,Berlin,ST0058,11,55,19.32,0.2,3.86,5191.2,0
2023-08-09,23,Tokyo,ST0305,7,17,26.05,0.23,5.99,5483.13,0
2023-12-04,17,Los Angeles,ST0185,22,28,25.11,0.27,6.78,5426.49,1
2019-06-25,17,Berlin,ST0441,100,33,14.17,0.28,3.97,5108.61,1
2022-09-20,13,Paris,ST0280,150,34,19.75,0.12,2.37,4430.14,0
2019-12-09,12,Sydney,ST0242,7,36,18.63,0.11,2.05,5825.8,0
2018-03-10,23,Helsinki,ST0035,7,29,22.84,0.25,5.71,5646.91,0
2020-12-09,13,Seattle,ST0021,7,66,23.18,0.13,3.01,5214.79,0
2022-06-19,23,Stockholm,ST0147,150,96,23.52,0.27,6.35,4849.18,0
2025-12-28,21,Stockholm,ST0393,50,15,13.49,0.17,2.29,5013.43,1
2022-10-01,14,Seoul,ST0206,7,58,30.09,0.26,7.82,5709.77,0
2025-03-08,20,Oslo,ST0276,100,20,27.22,0.18,4.9,5464.08,1
2019-09-18,23,Boston,ST0043,22,54,17.0,0.16,2.72,5689.37,0
2018-11-20,17,Stockholm,ST0472,11,46,27.31,0.27,7.37,5088.66,1
2019-09-29,16,Oslo,ST0168,50,38,26.85,0.26,6.98,4798.75,0
2024-07-30,23,Tokyo,ST0391,150,42,18.78,0.17,3.19,4545.76,0
2025-08-21,16,Tokyo,ST0034,22,69,22.25,0.23,5.12,4580.67,0
2025-11-01,16,Madrid,ST0374,11,14,18.58,0.21,3.9,5164.45,0
2018-08-26,19,Denver,ST0045,50,21,25.94,0.23,5.97,5082.96,1
2019-04-21,17,Rome,ST0314,100,34,23.17,0.25,5.79,4059.23,1
2018-08-14,15,Miami,ST0342,150,39,23.96,0.3,7.19,4509.97,0
2025-05-19,15,Singapore,ST0090,7,34,18.07,0.2,3.61,5257.69,0
2018-02-21,12,Seoul,ST0071,150,53,15.85,0.18,2.85,4638.66,0
2018-02-16,23,San Francisco,ST0255,22,39,11.67,0.08,0.93,5023.71,0
2023-11-13,21,Stockholm,ST0401,150,52,25.08,0.3,7.52,4750.52,1
2020-11-27,22,San Francisco,ST0191,11,12,14.92,0.09,1.34,4862.24,0
2021-01-05,17,Singapore,ST0454,7,47,23.95,0.16,3.83,4840.68,1
2018-05-01,10,London,ST0414,50,72,25.12,0.19,4.77,5594.96,0
2021-01-19,11,Stockholm,ST0033,22,22,15.16,0.22,3.33,4996.45,0
2025-12-27,21,Helsinki,ST0322,7,96,18.27,0.26,4.75,4714.53,1
2023-07-26,15,Rome,ST0262,22,32,17.3,0.34,5.88,5290.33,0
2018-08-16,18,Amsterdam,ST0440,100,72,19.08,0.13,2.48,3847.33,1
2019-11-15,14,Paris,ST0081,22,48,24.27,0.23,5.58,4171.57,0
2019-02-26,22,Helsinki,ST0346,150,49,27.55,0.09,2.48,5205.93,0
2019-04-18,12,Denver,ST0380,100,37,25.11,0.23,5.78,4414.68,0
2018-01-11,18,New York,ST0440,7,14,25.43,0.21,5.34,5521.0,1
2020-09-28,15,New York,ST0242,22,34,18.26,0.28,5.11,4518.32,0
2022-04-18,21,Phoenix,ST0092,7,37,12.56,0.18,2.26,4380.69,1
2024-03-14,18,Seoul,ST0380,150,21,25.15,0.21,5.28,4871.8,1
2022-09-14,21,Denver,ST0165,11,64,25.58,0.17,4.35,4135.33,1
2022-09-01,14,Singapore,ST0164,22,32,22.38,0.2,4.48,5213.47,0
2018-11-16,14,Helsinki,ST0191,7,43,29.08,0.24,6.98,4866.3,0
2023-08-19,14,Osaka,ST0462,7,32,17.59,0.18,3.17,5228.18,0
2020-01-05,16,Denver,ST0412,100,18,29.0,0.24,6.96,4232.53,0
2018-07-08,15,Berlin,ST0036,50,47,32.16,0.14,4.5,5416.67,0
2021-03-02,23,Sydney,ST0433,22,32,20.45,0.15,3.07,4940.08,0
2021-09-02,17,Chicago,ST0284,50,58,30.41,0.17,5.17,3977.98,1
2018-02-02,17,Paris,ST0103,22,50,25.25,0.2,5.05,5003.36,1
2024-04-28,23,Miami,ST0379,100,52,22.37,0.18,4.03,4964.57,0
2020-09-20,23,Rome,ST0189,100,41,22.82,0.19,4.34,5600.78,0
2023-07-14,23,Sydney,ST0398,11,54,24.89,0.22,5.48,3867.42,0
2024-02-17,21,Sydney,ST0408,11,47,25.78,0.17,4.38,4830.9,1
2019-09-09,15,Los Angeles,ST0478,50,65,23.91,0.37,8.85,5111.06,0
2018-04-08,11,Denver,ST0278,22,42,19.78,0.08,1.58,5598.86,0
2025-02-17,21,Seoul,ST0450,7,55,25.43,0.12,3.05,4779.9,1
2021-10-04,22,Los Angeles,ST0389,150,23,8.1,0.2,1.62,4901.53,0
2022-03-22,18,Singapore,ST0373,22,59,28.27,0.24,6.78,5570.84,1
2019-03-02,10,Seattle,ST0272,11,55,27.73,0.13,3.61,4059.5,0
2022-09-16,14,Amsterdam,ST0493,7,31,25.49,0.18,4.59,4453.77,0
2019-08-07,14,Seoul,ST0144,7,67,26.11,0.21,5.48,4829.42,0
2018-06-29,23,Denver,ST0460,100,30,28.18,0.23,6.48,4992.5,0
2022-08-19,23,Seoul,ST0459,22,23,18.99,0.13,2.47,5512.2,0
2023-02-21,23,Singapore,ST0044,100,78,33.48,0.21,7.03,4911.3,0
2019-01-27,9,Stockholm,ST0069,150,85,30.54,0.19,5.8,5466.21,0
2022-06-04,13,Chicago,ST0304,100,53,23.5,0.26,6.11,4822.2,0
2018-09-13,10,Madrid,ST0340,11,46,28.76,0.22,6.33,5202.61,0
2020-08-27,12,Miami,ST0134,22,44,20.16,0.27,5.44,4836.38,0
2022-05-29,21,Seoul,ST0426,150,66,29.38,0.24,7.05,4538.41,1
2021-08-29,17,London,ST0232,22,34,20.36,0.19,3.87,4431.48,1
2020-08-14,8,Chicago,ST0484,11,31,22.69,0.13,2.95,4758.59,0
2019-07-12,23,Sydney,ST0395,100,65,34.02,0.25,8.5,5679.83,0
2019-03-23,14,Phoenix,ST0055,11,32,8.14,0.3,2.44,5582.74,0
2023-01-16,15,Rome,ST0161,50,39,18.91,0.25,4.73,5438.11,0
2019-05-10,9,Oslo,ST0184,11,53,22.98,0.23,5.28,5001.4,0
2023-01-26,17,Miami,ST0238,22,42,21.97,0.29,6.37,5137.26,1
2019-05-07,19,Chicago,ST0081,150,19,18.39,0.28,5.15,4972.4,1
2021-05-31,21,Seoul,ST0357,100,80,32.79,0.23,7.54,4795.68,1
2018-06-15,5,Seattle,ST0428,22,41,21.29,0.25,5.32,4608.21,0
2019-08-31,16,Chicago,ST0365,11,10,14.5,0.25,3.63,5735.95,0
2021-12-28,17,Berlin,ST0263,7,51,28.88,0.16,4.62,5138.94,1
2025-08-05,14,Miami,ST0134,11,62,26.2,0.24,6.29,4493.49,0
2018-05-08,21,Berlin,ST0438,50,86,23.28,0.2,4.66,5128.93,1
2024-03-27,21,Singapore,ST0282,11,33,7.79,0.32,2.49,5331.43,1
2019-01-23,9,Rome,ST0053,11,32,29.68,0.32,9.5,5268.04,0
2019-05-13,17,Los Angeles,ST0032,11,46,22.87,0.3,6.86,4493.54,1
2019-06-20,13,Seattle,ST0422,50,65,25.58,0.32,8.19,4526.56,0
2022-03-05,17,Osaka,ST0323,150,26,21.16,0.12,2.54,4680.81,1
2018-12-11,10,Helsinki,ST0301,22,58,28.54,0.1,2.85,5481.11,0
2018-11-04,23,Los Angeles,ST0034,11,45,20.19,0.42,8.48,4381.29,0
2025-03-30,18,Rome,ST0415,11,48,30.49,0.25,7.62,4732.63,1
2019-01-12,13,London,ST0063,7,38,17.53,0.22,3.86,4548.0,0
2023-03-04,10,New York,ST0087,100,70,23.91,0.13,3.11,4711.52,0
2022-11-10,18,Singapore,ST0203,50,10,20.86,0.15,3.13,5798.95,1
2018-05-01,20,Berlin,ST0350,50,37,18.71,0.21,3.93,5281.25,1
2019-12-09,17,Paris,ST0110,11,40,23.09,0.18,4.16,4760.76,1
2021-01-31,7,Boston,ST0229,11,64,27.17,0.17,4.62,5698.06,0
2018-05-22,18,Dublin,ST0318,100,24,25.16,0.25,6.29,5157.94,1
2020-10-03,15,Tokyo,ST0152,50,54,23.17,0.26,6.02,3940.21,0
2022-08-15,15,Oslo,ST0246,7,79,23.64,0.18,4.26,4670.6,0
2018-12-26,11,Boston,ST0197,11,10,18.05,0.23,4.15,4765.94,0
2022-09-14,17,Seattle,ST0330,100,45,28.51,0.21,5.99,4667.02,1
2020-10-17,16,Tokyo,ST0411,100,56,31.78,0.18,5.72,4996.59,0
2018-03-21,19,Berlin,ST0401,150,25,21.1,0.12,2.53,4079.88,1
2022-01-10,19,Amsterdam,ST0279,50,37,23.45,0.22,5.16,4485.61,1
2021-11-10,17,Helsinki,ST0258,22,20,27.35,0.13,3.56,4851.53,1
2022-05-10,12,Boston,ST0093,7,56,23.06,0.18,4.15,5258.85,0
2021-07-30,18,Dublin,ST0113,7,55,19.69,0.12,2.36,4992.38,1
2021-02-24,16,New York,ST0415,50,57,24.44,0.23,5.62,4106.07,0
2023-12-09,23,Paris,ST0393,100,41,26.41,0.16,4.23,5219.64,0
2020-08-11,11,San Francisco,ST0052,11,54,22.7,0.22,4.99,5159.79,0
2025-05-14,11,Denver,ST0137,100,31,24.01,0.37,8.88,4746.99,0
2018-08-18,20,Sydney,ST0486,11,42,32.75,0.1,3.28,5078.32,1
2024-06-16,9,Berlin,ST0182,11,10,20.69,0.23,4.76,4620.33,0
